seed	omics_type_classification_type	classifier	cutoff	ACCURACY_average	ACCURACY_stdev	PRECISION_average	PRECISION_stdev	TPR_average	TPR_stdev	TNR_average	TNR_stdev	FPR_average	FPR_stdev	FNR_average	FNR_stdev	NPV_average	NPV_stdev	MCC_average	MCC_stdev	F1_average	F1_stdev
seed_3	3omics_PAM_cVSneg	RF	top100	0.9125	0.0838525491562421	0.9055555555555556	0.0949130531292771	0.925	0.0684653196881457	0.9	0.1045825033167594	0.1	0.1045825033167594	0.075	0.0684653196881457	0.9214285714285714	0.07209510442209412	0.8259881576697424	0.1662401980359448	0.9147058823529411	0.0806480563717427
seed_3	1omics_P_cVSneg	RF	top40	0.8375	0.0947859430506443	0.8416666666666667	0.1256157672732779	0.85	0.1045825033167594	0.825	0.1425219281373922	0.175	0.1425219281373922	0.15	0.1045825033167594	0.8492857142857143	0.10499028137724685	0.6828838068575239	0.19255443978210254	0.840546218487395	0.0866211398965984
seed_3	1omics_AA_cVSneg	RF	top90	0.625	0.0	0.6283333333333333	0.0240081004848132	0.625	0.0883883476483184	0.625	0.0883883476483184	0.375	0.0883883476483184	0.375	0.0883883476483184	0.6283333333333333	0.024008100484813215	0.2532795558988644	0.004490716861017961	0.6226190476190476	0.0338292196151971
seed_3	1omics_M_cVSneg	RF	40p	0.85	0.1296027584582982	0.855	0.1662077013859466	0.875	0.0883883476483184	0.825	0.2091650066335189	0.175	0.2091650066335189	0.125	0.0883883476483184	0.8638888888888888	0.12123973801552887	0.7093259532730076	0.2593287885527353	0.8594444444444445	0.1108956243779386
seed_3	3omics_PAM_cVSra	RF	top80	0.8416666666666667	0.054326686710022	0.8356299840510367	0.0731033047150426	0.9625	0.0559016994374947	0.6	0.2236067977499789	0.4	0.2236067977499789	0.0375	0.0559016994374947	0.9222222222222223	0.10829771494232181	0.644004622393452	0.1314090234517971	0.8912510878714813	0.0304099943050981
seed_3	1omics_P_cVSra	RF	top40	0.7416666666666667	0.0903311807861616	0.7763492063492063	0.0899007038811545	0.875	0.0988211768802618	0.475	0.2404423007708918	0.525	0.2404423007708918	0.125	0.0988211768802618	0.6888888888888889	0.2100852266798782	0.3972409228618852	0.2267383421270242	0.8187214728960459	0.0651404222534051
seed_3	1omics_AA_cVSra	RF	top300	0.675	0.0348608344389198	0.6850178806700545	0.0203314194098123	0.95	0.0522912516583797	0.125	0.0883883476483184	0.875	0.0883883476483184	0.05	0.0522912516583797	[1.0, 0.3333333333333333, 0.5, 0.6666666666666666, 'nan']	[1.0, 0.3333333333333333, 0.5, 0.6666666666666666, 'nan']	[0.29488391230979427, 0.0, 0.10660035817780521, 0.2672612419124244, 'nan']	[0.29488391230979427, 0.0, 0.10660035817780521, 0.2672612419124244, 'nan']	0.7955108144581828	0.0245848882035696
seed_3	1omics_M_cVSra	RF	10p	0.8333333333333334	0.0658807845868412	0.8334920634920635	0.0792666055750165	0.95	0.0522912516583797	0.6	0.2236067977499789	0.4	0.2236067977499789	0.05	0.0522912516583797	0.8722222222222222	0.12044157438154889	0.6177945902619276	0.16478281686038324	0.8849906832829034	0.0405273070482306
seed_4	3omics_PAM_cVSpos	RF	top200	0.825	0.0927024810886957	0.8711111111111111	0.1417701147354362	0.8	0.1895718861012887	0.85	0.1629800601300662	0.15	0.1629800601300662	0.2	0.1895718861012887	0.8337662337662338	0.15184256522663916	0.6765755941730783	0.1877186435683466	0.8148818501759678	0.0967939896177726
seed_4	1omics_P_cVSpos	RF	top300	0.7125	0.1905993835247113	0.7534188034188034	0.2072957946924817	0.725	0.1854049621773915	0.7	0.3377314021526574	0.3	0.3377314021526574	0.275	0.1854049621773915	0.6821212121212121	0.24294546240733925	0.4308375404187026	0.4020342004919291	0.7206528765352295	0.1552316875814831
seed_4	1omics_AA_cVSpos	RF	top1000	0.65	0.0712609640686961	0.6326190476190476	0.051394940502904	0.7	0.1425219281373922	0.6	0.0559016994374947	0.4	0.0559016994374947	0.3	0.1425219281373922	0.678968253968254	0.10412792174374608	0.30570985998409056	0.14770824249684802	0.6617320261437908	0.0912081199315133
seed_4	1omics_M_cVSpos	RF	5p	0.825	0.1425219281373922	0.8428282828282828	0.1566041008519006	0.825	0.1895718861012887	0.825	0.2091650066335189	0.175	0.2091650066335189	0.175	0.1895718861012887	0.8364790764790765	0.13350073510158184	0.6641795453985598	0.2721229314329801	0.8218178931491625	0.1533159063769199
seed_4	3omics_PAM_cVSneg	RF	top70	0.875	0.0988211768802618	0.8705555555555555	0.133443241737572	0.9	0.0559016994374947	0.85	0.1629800601300662	0.15	0.1629800601300662	0.1	0.0559016994374947	0.8908730158730158	0.06444595940044331	0.7556511343062462	0.19282547638879205	0.8819281045751634	0.0878765704836479
seed_4	1omics_P_cVSneg	RF	top40	0.825	0.1118033988749894	0.8225396825396825	0.1382064868441236	0.85	0.1045825033167594	0.8	0.1677050983124842	0.2	0.1677050983124842	0.15	0.1045825033167594	0.8428571428571429	0.10916665945428189	0.657627449645731	0.2233469550201095	0.8316339869281045	0.1025390006644719
seed_4	1omics_AA_cVSneg	RF	top40	0.6125	0.1118033988749894	0.6428571428571429	0.1312226647919559	0.55	0.1677050983124842	0.675	0.1895718861012887	0.325	0.1895718861012887	0.45	0.1677050983124842	0.6	0.10865337342004414	0.23332792152080803	0.22582121323315402	0.5801587301587301	0.1287819166691214
seed_4	1omics_M_cVSneg	RF	top30	0.8375	0.0947859430506443	0.8558730158730159	0.1080146775763945	0.825	0.1425219281373922	0.85	0.1369306393762915	0.15	0.1369306393762915	0.175	0.1425219281373922	0.84	0.11347485717054921	0.6853141109427501	0.18536257202306652	0.8333146591970121	0.1000000087180838
seed_4	3omics_PAM_cVSra	RF	top30	0.8583333333333333	0.0864018389721988	0.8657512430809644	0.1004972055762187	0.95	0.0522912516583797	0.675	0.2877716108305334	0.325	0.2877716108305334	0.05	0.0522912516583797	0.8905555555555555	0.1062041476951551	0.6769033528202961	0.2035566066611047	0.901934179289867	0.0534886749987111
seed_4	1omics_P_cVSra	RF	top80	0.7416666666666667	0.0903311807861616	0.7674228351627732	0.0867330650961412	0.9	0.0838525491562421	0.425	0.2877716108305334	0.575	0.2877716108305334	0.1	0.0838525491562421	0.6476190476190476	0.20852032424582206	0.3621002771493741	0.2731766943982466	0.823964309600982	0.0549016242335659
seed_4	1omics_AA_cVSra	RF	50p	0.6749999999999999	0.0186338998124982	0.6934290271132376	0.026989444384487	0.925	0.0522912516583797	0.175	0.1425219281373922	0.825	0.1425219281373922	0.075	0.0522912516583797	[0.5, 0.5, 0.6, 0.5, 'nan']	[0.5, 0.5, 0.6, 0.5, 'nan']	[0.10660035817780521, 0.15811388300841897, 0.29019050004400465, 0.10660035817780521, 'nan']	[0.10660035817780521, 0.15811388300841897, 0.29019050004400465, 0.10660035817780521, 'nan']	0.791345029239766	0.0092316197710742
seed_4	1omics_M_cVSra	RF	5p	0.8416666666666667	0.0801474335902972	0.8255265615017937	0.0716676474060959	0.975	0.0342326598440728	0.575	0.2091650066335189	0.425	0.2091650066335189	0.025	0.0342326598440728	0.9047619047619048	0.14677176197545183	0.6309427401782438	0.2135244025839354	0.8928505587329116	0.0495096548590442
seed_5	3omics_PAM_cVSpos	RF	top20	0.8375	0.0947859430506443	0.8676767676767677	0.1264846532727153	0.825	0.1895718861012887	0.85	0.1629800601300662	0.15	0.1629800601300662	0.175	0.1895718861012887	0.8568831168831169	0.1435061996823695	0.6989476585539036	0.18023860962142024	0.8298302316878169	0.1074371410738447
seed_5	1omics_P_cVSpos	RF	top400	0.7	0.1202211503854459	0.6952813852813853	0.0969383356058269	0.725	0.1854049621773915	0.675	0.1677050983124842	0.325	0.1677050983124842	0.275	0.1854049621773915	0.7233333333333333	0.16649991658322902	0.409120000898104	0.2453618511664479	0.7017126148705096	0.1229710442506974
seed_5	1omics_AA_cVSpos	RF	top1000	0.6625	0.0712609640686961	0.6707142857142857	0.0541869402143719	0.625	0.1767766952966369	0.7	0.0684653196881457	0.3	0.0684653196881457	0.375	0.1767766952966369	0.6674242424242424	0.10512302032914644	0.331433339601085	0.14476055882657554	0.6395299145299145	0.1145396809842752
seed_5	1omics_M_cVSpos	RF	top70	0.825	0.0814900300650331	0.8447619047619047	0.1589221061641973	0.85	0.1045825033167594	0.8	0.2270737765573118	0.2	0.2270737765573118	0.15	0.1045825033167594	0.86	0.08874989132318158	0.6760405219924681	0.1495403271060445	0.8336507936507936	0.0629980783319601
seed_5	3omics_PAM_cVSneg	RF	top100	0.875	0.0883883476483184	0.9055555555555556	0.1296957503325417	0.85	0.0559016994374947	0.9	0.1369306393762915	0.1	0.1369306393762915	0.15	0.0559016994374947	0.8547619047619047	0.060155379560752995	0.7551384198826605	0.17957488984009123	0.8747058823529412	0.0843832362804795
seed_5	1omics_P_cVSneg	RF	top60	0.8	0.1026979795322186	0.8233333333333334	0.1639783183499846	0.8	0.0684653196881457	0.8	0.1895718861012887	0.2	0.1895718861012887	0.2	0.0684653196881457	0.7973015873015873	0.06859824578491014	0.6101752050866459	0.20960241100052687	0.804827264239029	0.0905242096740463
seed_5	1omics_AA_cVSneg	RF	20p	0.6	0.0947859430506443	0.6034632034632035	0.0984479736874881	0.575	0.1895718861012887	0.625	0.125	0.375	0.125	0.425	0.1895718861012887	0.6133333333333333	0.12605113600792692	0.2081366560468667	0.19783568637149027	0.5807017543859649	0.1240082420960927
seed_5	1omics_M_cVSneg	RF	5p	0.85	0.0712609640686961	0.8642063492063492	0.1074468057904839	0.85	0.1045825033167594	0.85	0.1369306393762915	0.15	0.1369306393762915	0.15	0.1045825033167594	0.8572222222222222	0.08783226157192757	0.710570468154543	0.14072836441440112	0.850219421101774	0.0646238691423439
seed_5	3omics_PAM_cVSra	RF	top40	0.85	0.0756912588524372	0.8467703349282296	0.0922606248103009	0.9625	0.0342326598440728	0.625	0.2651650429449553	0.375	0.2651650429449553	0.0375	0.0342326598440728	0.91	0.08767838958375089	0.6569422115796482	0.17921764795784997	0.8977067669172932	0.0452184207228899
seed_5	1omics_P_cVSra	RF	top60	0.75	0.1020620726159657	0.7855373728438744	0.0967621018790382	0.875	0.0988211768802618	0.5	0.25	0.5	0.25	0.125	0.0988211768802618	0.679047619047619	0.20771950387541713	0.413988894382158	0.26171093007895657	0.8238071838071838	0.070848233497437
seed_5	1omics_AA_cVSra	RF	top60	0.6749999999999999	0.0186338998124982	0.6858874458874459	0.0209825013366682	0.95	0.0522912516583797	0.125	0.125	0.875	0.125	0.05	0.0522912516583797	[0.5, 'nan', 0.5, 0.6666666666666666, 'nan']	[0.5, 'nan', 0.5, 0.6666666666666666, 'nan']	[0.15811388300841897, 'nan', 0.10660035817780521, 0.2672612419124244, 'nan']	[0.15811388300841897, 'nan', 0.10660035817780521, 0.2672612419124244, 'nan']	0.795612454559823	0.0125025131476896
seed_5	1omics_M_cVSra	RF	5p	0.8166666666666667	0.0959238702768445	0.8099434191539454	0.0869237009472025	0.9625	0.0559016994374947	0.525	0.270993542358485	0.475	0.270993542358485	0.0375	0.0559016994374947	0.85	0.22360679774997896	0.5616191346080783	0.275501867701763	0.8769601467898681	0.0577082173221314
seed_6	3omics_PAM_cVSpos	RF	top60	0.8	0.0522912516583797	0.7695238095238095	0.0967499055177165	0.9	0.1369306393762915	0.7	0.1895718861012887	0.3	0.1895718861012887	0.1	0.1369306393762915	0.9111111111111111	0.1217161238900369	0.6378357568636318	0.08084738191254279	0.8177777777777778	0.0397523195999963
seed_6	1omics_P_cVSpos	RF	5p	0.675	0.1789727632909544	0.7150854700854701	0.1710482831195805	0.675	0.2091650066335189	0.675	0.3259601202601324	0.325	0.3259601202601324	0.325	0.2091650066335189	0.6462121212121212	0.23648622500880773	0.35616575696780006	0.3738051960946038	0.6736748545572075	0.1509769538908123
seed_6	1omics_AA_cVSpos	RF	top200	0.625	0.125	0.615	0.1140175425099137	0.625	0.1976423537605237	0.625	0.0883883476483184	0.375	0.0883883476483184	0.375	0.1976423537605237	0.6416666666666667	0.14907119849998599	0.2532795558988644	0.2541721854791731	0.6162698412698413	0.1523106650065226
seed_6	1omics_M_cVSpos	RF	top70	0.8125	0.0765465544619743	0.8114285714285714	0.0743613100635427	0.825	0.1425219281373922	0.8	0.1118033988749894	0.2	0.1118033988749894	0.175	0.1425219281373922	0.8336507936507936	0.11091479255199964	0.6349188478748531	0.14929181811828351	0.8113538748832866	0.0831875030088975
seed_6	3omics_PAM_cVSneg	RF	top60	0.875	0.125	0.855	0.1504160895649132	0.925	0.0684653196881457	0.825	0.1895718861012887	0.175	0.1895718861012887	0.075	0.0684653196881457	0.9083333333333333	0.08539125638299663	0.7565591117977288	0.24182890910336335	0.8861111111111111	0.1112845868000563
seed_6	1omics_P_cVSneg	RF	top40	0.8	0.1026979795322186	0.7911111111111111	0.1460170800088845	0.85	0.1045825033167594	0.75	0.1767766952966369	0.25	0.1767766952966369	0.15	0.1045825033167594	0.8361904761904763	0.10370680807360877	0.6134547609855103	0.20756597450527964	0.8119514472455649	0.0898995304809196
seed_6	1omics_AA_cVSneg	RF	20p	0.5875	0.1296027584582982	0.6095238095238096	0.1606432333629277	0.575	0.0684653196881457	0.6	0.2053959590644373	0.4	0.2053959590644373	0.425	0.0684653196881457	0.5733333333333333	0.11301877114172444	0.17887245050070988	0.2651853472239731	0.5879551820728292	0.1044821682017269
seed_6	1omics_M_cVSneg	RF	top40	0.875	0.1169267933366856	0.9022727272727272	0.1581955323208623	0.875	0.0883883476483184	0.875	0.2165063509461096	0.125	0.2165063509461096	0.125	0.0883883476483184	0.8727777777777778	0.08222409907767794	0.7622067380815251	0.22311352689256	0.8804636591478696	0.0978327671980278
seed_6	3omics_PAM_cVSra	RF	top60	0.8333333333333334	0.0658807845868412	0.8372799422799423	0.0881696450423555	0.95	0.0684653196881457	0.6	0.270993542358485	0.4	0.270993542358485	0.05	0.0684653196881457	0.9055555555555556	0.1296957503325417	0.6265434481608034	0.15441341049785853	0.8852744810125216	0.0381869784255541
