Annotation Cluster 1	Enrichment Score: 4.698668727712744
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006165~nucleoside diphosphate phosphorylation	3	12.0	0.0055082123868323545	PGAM1, STAT3, PGAM2	22	102	19176	25.636363636363637	0.9988977477624533	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0046939~nucleotide phosphorylation	3	12.0	0.005827129459173238	PGAM1, STAT3, PGAM2	22	105	19176	24.903896103896102	0.9992577807172724	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0006090~pyruvate metabolic process	3	12.0	0.006377096209693183	PGAM1, STAT3, PGAM2	22	110	19176	23.77190082644628	0.9996248325703501	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0009135~purine nucleoside diphosphate metabolic process	3	12.0	0.006377096209693183	PGAM1, STAT3, PGAM2	22	110	19176	23.77190082644628	0.9996248325703501	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0009179~purine ribonucleoside diphosphate metabolic process	3	12.0	0.006377096209693183	PGAM1, STAT3, PGAM2	22	110	19176	23.77190082644628	0.9996248325703501	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0009185~ribonucleoside diphosphate metabolic process	3	12.0	0.007424423751384685	PGAM1, STAT3, PGAM2	22	119	19176	21.97402597402597	0.999897788502261	0.3487366255992407	0.3476043638278145
GOTERM_BP_FAT	GO:0009132~nucleoside diphosphate metabolic process	3	12.0	0.009872142379362897	PGAM1, STAT3, PGAM2	22	138	19176	18.948616600790512	0.9999951320299466	0.357665479793471	0.35650422823570005
GOTERM_BP_FAT	GO:0044724~single-organism carbohydrate catabolic process	3	12.0	0.012325853128446682	PGAM1, STAT3, PGAM2	22	155	19176	16.87038123167155	0.9999997716112293	0.41041759606071115	0.4090850713981763
GOTERM_BP_FAT	GO:0046496~nicotinamide nucleotide metabolic process	3	12.0	0.013881707768536386	PGAM1, STAT3, PGAM2	22	165	19176	15.847933884297518	0.9999999673054473	0.4291687375016657	0.4277753325097772
GOTERM_BP_FAT	GO:0019362~pyridine nucleotide metabolic process	3	12.0	0.013881707768536386	PGAM1, STAT3, PGAM2	22	165	19176	15.847933884297518	0.9999999673054473	0.4291687375016657	0.4277753325097772
GOTERM_BP_FAT	GO:0006091~generation of precursor metabolites and energy	4	16.0	0.01393404991888525	PGAM1, STAT3, PGAM2, SIRT3	22	469	19176	7.433998836983911	0.9999999693767243	0.4291687375016657	0.4277753325097772
GOTERM_BP_FAT	GO:0072524~pyridine-containing compound metabolic process	3	12.0	0.014854263039497443	PGAM1, STAT3, PGAM2	22	171	19176	15.291866028708132	0.999999990315109	0.4463524893819719	0.4449032929878747
GOTERM_BP_FAT	GO:0016052~carbohydrate catabolic process	3	12.0	0.015686750183828566	PGAM1, STAT3, PGAM2	22	176	19176	14.857438016528924	0.9999999965849479	0.46014467205897125	0.4586506958509876
GOTERM_BP_FAT	GO:0006733~oxidoreduction coenzyme metabolic process	3	12.0	0.016885424177526094	PGAM1, STAT3, PGAM2	22	183	19176	14.289120715350222	0.9999999992398513	0.47279187697073066	0.47125683840913735
GOTERM_BP_FAT	GO:0016310~phosphorylation	7	28.000000000000004	0.03836663636319193	SDCBP, C5, PGAM1, NEK7, STAT3, PGAM2, SIRT3	22	2387	19176	2.556118368435084	1.0	0.8292578245517975	0.8265654290175385
GOTERM_BP_FAT	GO:0046034~ATP metabolic process	3	12.0	0.04263738351482327	PGAM1, STAT3, PGAM2	22	302	19176	8.65863937387116	1.0	0.9056768360390046	0.9027363268310857
GOTERM_BP_FAT	GO:0009205~purine ribonucleoside triphosphate metabolic process	3	12.0	0.05027585927554288	PGAM1, STAT3, PGAM2	22	331	19176	7.900027464982147	1.0	0.9088376904719013	0.90588691874959
GOTERM_BP_FAT	GO:0009144~purine nucleoside triphosphate metabolic process	3	12.0	0.05164035092606121	PGAM1, STAT3, PGAM2	22	336	19176	7.782467532467532	1.0	0.9088376904719013	0.90588691874959
GOTERM_BP_FAT	GO:0009199~ribonucleoside triphosphate metabolic process	3	12.0	0.05218994241479723	PGAM1, STAT3, PGAM2	22	338	19176	7.7364174287251215	1.0	0.9088376904719013	0.90588691874959
GOTERM_BP_FAT	GO:0009167~purine ribonucleoside monophosphate metabolic process	3	12.0	0.0535733113892874	PGAM1, STAT3, PGAM2	22	343	19176	7.62364166445799	1.0	0.9088376904719013	0.90588691874959
GOTERM_BP_FAT	GO:0009126~purine nucleoside monophosphate metabolic process	3	12.0	0.053851583932182465	PGAM1, STAT3, PGAM2	22	344	19176	7.601479915433403	1.0	0.9088376904719013	0.90588691874959
GOTERM_BP_FAT	GO:0009141~nucleoside triphosphate metabolic process	3	12.0	0.05723178286536546	PGAM1, STAT3, PGAM2	22	356	19176	7.345250255362615	1.0	0.9337120843476975	0.930680551606309
GOTERM_BP_FAT	GO:0006732~coenzyme metabolic process	3	12.0	0.058375061450511224	PGAM1, STAT3, PGAM2	22	360	19176	7.263636363636363	1.0	0.9337120843476975	0.930680551606309
GOTERM_BP_FAT	GO:0009161~ribonucleoside monophosphate metabolic process	3	12.0	0.05866215467371751	PGAM1, STAT3, PGAM2	22	361	19176	7.243515487282799	1.0	0.9337120843476975	0.930680551606309
GOTERM_BP_FAT	GO:0009123~nucleoside monophosphate metabolic process	3	12.0	0.06332366486791516	PGAM1, STAT3, PGAM2	22	377	19176	6.9360983843742465	1.0	0.9399368086418249	0.9368850657566242
GOTERM_BP_FAT	GO:0051186~cofactor metabolic process	3	12.0	0.09238259347172355	PGAM1, STAT3, PGAM2	22	469	19176	5.575499127737933	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0019752~carboxylic acid metabolic process	4	16.0	0.09265564239831123	PGAM1, STAT3, PGAM2, VARS1	22	996	19176	3.5005476451259585	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0044712~single-organism catabolic process	4	16.0	0.0969975647101959	MAP1LC3B, PGAM1, STAT3, PGAM2	22	1016	19176	3.4316392269148173	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0044723~single-organism carbohydrate metabolic process	3	12.0	0.10571050163536119	PGAM1, STAT3, PGAM2	22	508	19176	5.1474588403722255	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0009150~purine ribonucleotide metabolic process	3	12.0	0.11168180704659893	PGAM1, STAT3, PGAM2	22	525	19176	4.980779220779221	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0043436~oxoacid metabolic process	4	16.0	0.11614933601335858	PGAM1, STAT3, PGAM2, VARS1	22	1100	19176	3.169586776859504	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0006163~purine nucleotide metabolic process	3	12.0	0.11630962180460373	PGAM1, STAT3, PGAM2	22	538	19176	4.860425819533626	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0009259~ribonucleotide metabolic process	3	12.0	0.11846282132204808	PGAM1, STAT3, PGAM2	22	544	19176	4.806818181818182	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0006082~organic acid metabolic process	4	16.0	0.11971799207099185	PGAM1, STAT3, PGAM2, VARS1	22	1115	19176	3.1269465960048923	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0019693~ribose phosphate metabolic process	3	12.0	0.12498526017194236	PGAM1, STAT3, PGAM2	22	562	19176	4.652863151083792	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0072521~purine-containing compound metabolic process	3	12.0	0.1315975300481641	PGAM1, STAT3, PGAM2	22	580	19176	4.50846394984326	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0019637~organophosphate metabolic process	4	16.0	0.13216795084984595	PLPP4, PGAM1, STAT3, PGAM2	22	1166	19176	2.990176204584438	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:1901135~carbohydrate derivative metabolic process	4	16.0	0.1534060787374904	PGAM1, STAT3, PGAM2, SIRT3	22	1249	19176	2.791469539267778	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0005975~carbohydrate metabolic process	3	12.0	0.1580643796283932	PGAM1, STAT3, PGAM2	22	650	19176	4.022937062937062	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0032787~monocarboxylic acid metabolic process	3	12.0	0.15999550211145305	PGAM1, STAT3, PGAM2	22	655	19176	3.992227619708536	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0009117~nucleotide metabolic process	3	12.0	0.166986951978188	PGAM1, STAT3, PGAM2	22	673	19176	3.885451843847089	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0006753~nucleoside phosphate metabolic process	3	12.0	0.170504754703565	PGAM1, STAT3, PGAM2	22	682	19176	3.8341775526526254	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0055086~nucleobase-containing small molecule metabolic process	3	12.0	0.187494652453884	PGAM1, STAT3, PGAM2	22	725	19176	3.606771159874608	1.0	1.0	0.9975629569455727
GOTERM_CC_FAT	GO:0005829~cytosol	8	32.0	0.44824896885793947	SDCBP, MAP1LC3B, PGAM1, STAT3, PGAM2, LCP1, ALDH7A1, VARS1	21	5545	17627	1.2110094894585426	1.0	1.0	0.9793103448275862
GOTERM_BP_FAT	GO:0031325~positive regulation of cellular metabolic process	5	20.0	0.588281754714808	SDCBP, C5, NEK7, STAT3, SIRT3	22	3656	19176	1.1920628605530137	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0009893~positive regulation of metabolic process	5	20.0	0.6518178284772732	SDCBP, C5, NEK7, STAT3, SIRT3	22	3935	19176	1.107543028762851	1.0	1.0	0.9975629569455727

Annotation Cluster 4	Enrichment Score: 1.2399219615988997
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0016192~vesicle-mediated transport	6	24.0	0.027734250733690246	SDCBP, FCN2, PLPP4, BIN2, RAB26, CFI	22	1620	19176	3.2282828282828278	0.9999999999999991	0.6900117008514087	0.6877714031213717
GOTERM_BP_FAT	GO:0051049~regulation of transport	6	24.0	0.05179893709766191	SDCBP, FCN2, PLPP4, RAB26, LCP1, SIRT3	22	1915	19176	2.7309755518632803	1.0	0.9088376904719013	0.90588691874959
GOTERM_BP_FAT	GO:0060627~regulation of vesicle-mediated transport	3	12.0	0.1327079160818581	SDCBP, FCN2, RAB26	22	583	19176	4.4852643068766564	1.0	1.0	0.9975629569455727

Annotation Cluster 5	Enrichment Score: 1.1867625379570517
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0016477~cell migration	7	28.000000000000004	0.005600760403547678	SDCBP, C5, BIN2, WNT5B, STAT3, LCP1, CXCL13	22	1574	19176	3.876400600669978	0.9990172431079145	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0060326~cell chemotaxis	3	12.0	0.0494637253387498	C5, BIN2, CXCL13	22	328	19176	7.972283813747229	1.0	0.9088376904719013	0.90588691874959
GOTERM_BP_FAT	GO:0006935~chemotaxis	3	12.0	0.1546009091519508	C5, BIN2, CXCL13	22	641	19176	4.079421358672528	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0042330~taxis	3	12.0	0.1561382093983268	C5, BIN2, CXCL13	22	645	19176	4.054122621564482	1.0	1.0	0.9975629569455727
GOTERM_BP_FAT	GO:0009605~response to external stimulus	6	24.0	0.17415351962594838	FCN2, C5, MAP1LC3B, BIN2, STAT3, CXCL13	22	2757	19176	1.8969235334850134	1.0	1.0	0.9975629569455727

Annotation Cluster 6	Enrichment Score: 1.1367528985362392
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0034774~secretory granule lumen	3	12.0	0.05091124076105667	SDCBP, BIN2, PGAM1	21	322	17627	7.820319432120674	0.9995138199383002	0.6895731257635379	0.6706807113590575
GOTERM_CC_FAT	GO:0060205~cytoplasmic vesicle lumen	3	12.0	0.05638357547127302	SDCBP, BIN2, PGAM1	21	341	17627	7.384583158776707	0.9997910021728516	0.6895731257635379	0.6706807113590575
GOTERM_CC_FAT	GO:0031983~vesicle lumen	3	12.0	0.056677243213441475	SDCBP, BIN2, PGAM1	21	342	17627	7.362990810359231	0.9998002873927477	0.6895731257635379	0.6706807113590575
GOTERM_CC_FAT	GO:0030141~secretory granule	4	16.0	0.0763228037813197	SDCBP, BIN2, RAB26, PGAM1	21	886	17627	3.7895302590562183	0.999990754031836	0.8571637963132827	0.8336798566882614
GOTERM_CC_FAT	GO:0044433~cytoplasmic vesicle part	5	20.0	0.10325800897895873	SDCBP, BIN2, WNT5B, RAB26, PGAM1	21	1609	17627	2.608393264080026	0.9999998771271411	1.0	0.9793103448275862
GOTERM_CC_FAT	GO:0099503~secretory vesicle	4	16.0	0.11790427009930848	SDCBP, BIN2, RAB26, PGAM1	21	1070	17627	3.13787271918113	0.9999999889007131	1.0	0.9793103448275862

Annotation Cluster 7	Enrichment Score: 1.0905951381225452
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0043010~camera-type eye development	3	12.0	0.053851583932182465	WNT5B, CRYBB1, STAT3	22	344	19176	7.601479915433403	1.0	0.9088376904719013	0.90588691874959
GOTERM_BP_FAT	GO:0001654~eye development	3	12.0	0.07085423693575899	WNT5B, CRYBB1, STAT3	22	402	19176	6.504748982360922	1.0	0.986575042592426	0.9833718768697234
GOTERM_BP_FAT	GO:0007423~sensory organ development	3	12.0	0.14016845251486384	WNT5B, CRYBB1, STAT3	22	603	19176	4.336499321573948	1.0	1.0	0.9975629569455727

Annotation Cluster 8	Enrichment Score: 0.98751566445144
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0002252~immune effector process	7	28.000000000000004	4.0628844670774944E-4	FCN2, C5, PLPP4, C1S, CFI, STAT3, LCP1	22	946	19176	6.44974053430713	0.39410916427313847	0.1807800714285599	0.18019312314470093
GOTERM_MF_FAT	GO:0001664~G-protein coupled receptor binding	5	20.0	5.231748603137129E-4	SDCBP, C5, WNT5B, STAT3, CXCL13	22	309	16812	12.36540158870256	0.09795639499868147	0.10358862234211516	0.1014959229008603
GOTERM_BP_FAT	GO:0006956~complement activation	4	16.0	6.190322551322331E-4	FCN2, C5, C1S, CFI	22	155	19176	22.493841642228737	0.5339689944213343	0.1807800714285599	0.18019312314470093
GOTERM_BP_FAT	GO:0006959~humoral immune response	5	20.0	7.092533060572021E-4	FCN2, C5, C1S, CFI, CXCL13	22	382	19176	11.408852927177534	0.5830627705454117	0.1807800714285599	0.18019312314470093
GOTERM_BP_FAT	GO:0048584~positive regulation of response to stimulus	10	40.0	8.155665753064775E-4	SDCBP, FCN2, C5, PLPP4, WNT5B, C1S, CFI, STAT3, CXCL13, SIRT3	22	2543	19176	3.4275908912165303	0.6343226437640498	0.1807800714285599	0.18019312314470093
GOTERM_BP_FAT	GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	5	20.0	8.190763172040939E-4	C5, C1S, CFI, STAT3, CXCL13	22	397	19176	10.977787955117929	0.6359029865272299	0.1807800714285599	0.18019312314470093
GOTERM_BP_FAT	GO:0072376~protein activation cascade	4	16.0	8.80422425788441E-4	FCN2, C5, C1S, CFI	22	175	19176	19.923116883116883	0.6624491143471871	0.1807800714285599	0.18019312314470093
GOTERM_CC_FAT	GO:0005615~extracellular space	9	36.0	0.0011993048804872144	SDCBP, FCN2, C5, WNT5B, C1S, CFI, SERPINA10, LCP1, CXCL13	21	2065	17627	3.658318920788654	0.16071387094078515	0.02918308542518888	0.02838354883819741
GOTERM_BP_FAT	GO:0002684~positive regulation of immune system process	7	28.000000000000004	0.001205125021808353	FCN2, C5, PLPP4, C1S, CFI, STAT3, CXCL13	22	1162	19176	5.2508214676889375	0.7739084404638439	0.2121020038382701	0.2114133609686653
GOTERM_BP_FAT	GO:0048870~cell motility	8	32.0	0.002426382585709427	SDCBP, C5, BIN2, WNT5B, LAMA4, STAT3, LCP1, CXCL13	22	1822	19176	3.827162957788644	0.9499816404745988	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0051674~localization of cell	8	32.0	0.002426382585709427	SDCBP, C5, BIN2, WNT5B, LAMA4, STAT3, LCP1, CXCL13	22	1822	19176	3.827162957788644	0.9499816404745988	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0002253~activation of immune response	5	20.0	0.003149587278235224	FCN2, C5, PLPP4, C1S, CFI	22	573	19176	7.605901951451689	0.9795458524720412	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0050776~regulation of immune response	6	24.0	0.0036476520957800535	FCN2, C5, PLPP4, C1S, CFI, CXCL13	22	987	19176	5.298701298701299	0.9889550038872307	0.32735760543091674	0.3262947560626345
GOTERM_MF_FAT	GO:0042379~chemokine receptor binding	3	12.0	0.0038021763913624156	C5, STAT3, CXCL13	22	74	16812	30.980343980343974	0.5278489571699878	0.14107560749489417	0.13822559522227004
GOTERM_MF_FAT	GO:0005102~receptor binding	8	32.0	0.004227960542070964	SDCBP, FCN2, C5, WNT5B, LAMA4, STAT3, LCP1, CXCL13	22	1761	16812	3.4715812296732227	0.56598403379304	0.14107560749489417	0.13822559522227004
GOTERM_BP_FAT	GO:0006955~immune response	8	32.0	0.004429070210244977	FCN2, C5, PLPP4, C1S, CFI, STAT3, LCP1, CXCL13	22	2025	19176	3.4435016835016836	0.9958021091991972	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0030334~regulation of cell migration	6	24.0	0.0046975057881131045	SDCBP, C5, WNT5B, LAMA4, STAT3, CXCL13	22	1047	19176	4.995050794477728	0.9969895672066434	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0040011~locomotion	8	32.0	0.004783811797116908	SDCBP, C5, BIN2, WNT5B, LAMA4, STAT3, LCP1, CXCL13	22	2053	19176	3.3965372182615243	0.9972948383700628	0.32735760543091674	0.3262947560626345
GOTERM_MF_FAT	GO:0005126~cytokine receptor binding	4	16.0	0.004916287008296012	SDCBP, C5, STAT3, CXCL13	22	281	16812	10.87803299902944	0.6212568868430763	0.14107560749489417	0.13822559522227004
GOTERM_BP_FAT	GO:0016477~cell migration	7	28.000000000000004	0.005600760403547678	SDCBP, C5, BIN2, WNT5B, STAT3, LCP1, CXCL13	22	1574	19176	3.876400600669978	0.9990172431079145	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:2000145~regulation of cell motility	6	24.0	0.00604138694292206	SDCBP, C5, WNT5B, LAMA4, STAT3, CXCL13	22	1111	19176	4.707307094345798	0.9994309955912497	0.32735760543091674	0.3262947560626345
GOTERM_BP_FAT	GO:0002682~regulation of immune system process	7	28.000000000000004	0.006663078775053328	FCN2, C5, PLPP4, C1S, CFI, STAT3, CXCL13	22	1631	19176	3.740928599297698	0.99973692432702	0.328356522034628	0.3272904294306195
GOTERM_BP_FAT	GO:0040012~regulation of locomotion	6	24.0	0.008027120693168608	SDCBP, C5, WNT5B, LAMA4, STAT3, CXCL13	22	1189	19176	4.398501414481229	0.9999516661132432	0.3487366255992407	0.3476043638278145
GOTERM_BP_FAT	GO:0006958~complement activation, classical pathway	3	12.0	0.008416363879101722	C5, C1S, CFI	22	127	19176	20.589835361488902	0.9999702086697188	0.3487366255992407	0.3476043638278145
GOTERM_BP_FAT	GO:0051270~regulation of cellular component movement	6	24.0	0.008427112004396747	SDCBP, C5, WNT5B, LAMA4, STAT3, CXCL13	22	1203	19176	4.347313534345953	0.9999706041818024	0.3487366255992407	0.3476043638278145
GOTERM_BP_FAT	GO:0006928~movement of cell or subcellular component	8	32.0	0.008491963285695795	SDCBP, C5, BIN2, WNT5B, LAMA4, STAT3, LCP1, CXCL13	22	2278	19176	3.061058344640434	0.9999728817051567	0.3487366255992407	0.3476043638278145
GOTERM_BP_FAT	GO:0002250~adaptive immune response	5	20.0	0.00935299599712819	C5, C1S, CFI, STAT3, CXCL13	22	780	19176	5.5874125874125875	0.9999907094539816	0.357665479793471	0.35650422823570005
GOTERM_BP_FAT	GO:0050778~positive regulation of immune response	5	20.0	0.00943596676970108	FCN2, C5, PLPP4, C1S, CFI	22	782	19176	5.573122529644269	0.9999916210369523	0.357665479793471	0.35650422823570005
GOTERM_BP_FAT	GO:0002455~humoral immune response mediated by circulating immunoglobulin	3	12.0	0.01014808587542049	C5, C1S, CFI	22	140	19176	18.677922077922076	0.9999965478458464	0.357665479793471	0.35650422823570005
GOTERM_BP_FAT	GO:0006508~proteolysis	7	28.000000000000004	0.012047330595791356	SDCBP, FCN2, C5, C1S, CFI, SERPINA10, STAT3	22	1846	19176	3.3052299812863195	0.9999996766600242	0.41041759606071115	0.4090850713981763
GOTERM_BP_FAT	GO:0006091~generation of precursor metabolites and energy	4	16.0	0.01393404991888525	PGAM1, STAT3, PGAM2, SIRT3	22	469	19176	7.433998836983911	0.9999999693767243	0.4291687375016657	0.4277753325097772
GOTERM_BP_FAT	GO:0030335~positive regulation of cell migration	4	16.0	0.02585560434476479	SDCBP, WNT5B, STAT3, CXCL13	22	593	19176	5.8795032960294344	0.9999999999999906	0.6900117008514087	0.6877714031213717
GOTERM_BP_FAT	GO:0016064~immunoglobulin mediated immune response	3	12.0	0.027158340454753203	C5, C1S, CFI	22	236	19176	11.080123266563945	0.9999999999999982	0.6900117008514087	0.6877714031213717
GOTERM_BP_FAT	GO:0019724~B cell mediated immunity	3	12.0	0.027800115027716045	C5, C1S, CFI	22	239	19176	10.941042221376948	0.9999999999999992	0.6900117008514087	0.6877714031213717
GOTERM_BP_FAT	GO:0007267~cell-cell signaling	6	24.0	0.02833017919464666	SDCBP, WNT5B, RAB26, STAT3, CXCL13, SIRT3	22	1629	19176	3.2104470115519836	0.9999999999999996	0.6900117008514087	0.6877714031213717
GOTERM_BP_FAT	GO:0007166~cell surface receptor signaling pathway	8	32.0	0.029095513699507466	SDCBP, FCN2, C5, PLPP4, WNT5B, STAT3, PGAM2, CXCL13	22	2885	19176	2.4170159130297777	0.9999999999999999	0.6900117008514087	0.6877714031213717
GOTERM_BP_FAT	GO:2000147~positive regulation of cell motility	4	16.0	0.029123870490481537	SDCBP, WNT5B, STAT3, CXCL13	22	621	19176	5.6144049187527445	0.9999999999999999	0.6900117008514087	0.6877714031213717
GOTERM_BP_FAT	GO:0044087~regulation of cellular component biogenesis	5	20.0	0.030178130907540394	SDCBP, NEK7, LCP1, CXCL13, SIRT3	22	1108	19176	3.9333770922218574	1.0	0.7007282313754485	0.6984531397151386
GOTERM_BP_FAT	GO:0051272~positive regulation of cellular component movement	4	16.0	0.031337445098205644	SDCBP, WNT5B, STAT3, CXCL13	22	639	19176	5.456252667520273	1.0	0.7019587701998063	0.6996796832835733
GOTERM_BP_FAT	GO:0040017~positive regulation of locomotion	4	16.0	0.03286200891279327	SDCBP, WNT5B, STAT3, CXCL13	22	651	19176	5.355676581483033	1.0	0.7229641960814519	0.720616909730538
GOTERM_MF_FAT	GO:0005125~cytokine activity	3	12.0	0.03566001353355491	C5, WNT5B, CXCL13	22	240	16812	9.552272727272728	0.9992177519030069	0.7060682679643873	0.6918042625509653
GOTERM_BP_FAT	GO:0016310~phosphorylation	7	28.000000000000004	0.03836663636319193	SDCBP, C5, PGAM1, NEK7, STAT3, PGAM2, SIRT3	22	2387	19176	2.556118368435084	1.0	0.8292578245517975	0.8265654290175385
GOTERM_BP_FAT	GO:0070887~cellular response to chemical stimulus	8	32.0	0.04511747640466034	SDCBP, C5, BIN2, WNT5B, NEK7, STAT3, CXCL13, SIRT3	22	3157	19176	2.2087712730728253	1.0	0.9088376904719013	0.90588691874959
GOTERM_BP_FAT	GO:0006952~defense response	6	24.0	0.04741305142569971	FCN2, C5, C1S, CFI, STAT3, CXCL13	22	1869	19176	2.7981905734714725	1.0	0.9088376904719013	0.90588691874959
