	cohenD	fc_case_control	coeff	pval	drug_adj_pval	pred_pval	bdmard_pval	csdmard_pval	drug_effect
aa_BCKDK	-0.141699648366215	-0.020880359814886	-19.5534722226914	0.721062490016237	0.721062490016237	0.876334575867474	0.500249902662937	0.542059931897657	0
aa_BCL10	0.377939476496924	0.318031825485483	524.424332267051	0.344875391408185	0.814028502586793	0.00634581071977148	0.755760284792427	0.920399949113228	1
aa_BCL2A1	-0.376132841207217	-0.0887864573961613	-55.7901175211543	0.347143479661474	0.347143479661474	0.403441700253181	0.50226988142993	0.794532107755814	0
aa_BCL2L14	0.289966019870166	0.0663274173780771	63.3116987168899	0.466911934143558	0.466911934143558	0.766037789704686	0.549451232652148	0.160564297820374	0
aa_BDNF	-0.27089073803615	-0.0598203306512228	-43.374305554262	0.496418463930129	0.496418463930129	0.582317829585687	0.808293105216852	0.718324545149354	0
aa_BID	0.182361413764569	0.0376264235802462	41.0370459412176	0.646170748430335	0.646170748430335	0.0677055183486875	0.211671667528535	0.682576631638053	0
aa_BIRC2	-0.416649082740859	-0.0836296889591382	-49.3404380358015	0.298694321980253	0.298694321980253	0.194788302281271	0.123607931055482	0.224799515208557	0
aa_BIRC3	-0.327995501592367	-0.0527469536558665	-37.0365117535572	0.411275644415883	0.411275644415883	0.312299107023808	0.948396871717293	0.570627635971194	0
aa_BIRC5	0.0499551248636592	0.0164872380806871	7.65130876080098	0.899715735594384	0.899715735594384	0.497478409396905	0.570153250652793	0.654308031494266	0
aa_BIRC7	0.396271947911315	0.311219082830763	378.213862179068	0.322429863375806	0.322429863375806	0.357364660768495	0.450960880490369	0.544662426105041	0
aa_BLK	-0.319502406197468	-0.216672466727084	-54.7814102566346	0.423325475314591	0.423325475314591	0.709425521570058	0.263368242059961	0.479053751057986	0
aa_BLZF1	-0.108904867018519	-0.0131695219008331	-11.8483707250654	0.78365573373254	0.78365573373254	0.437972624864252	0.658330820603872	0.376482228932093	0
aa_BMP7	-0.319080304041829	-0.0554331765768289	-40.5309829038455	0.42393002822733	0.42393002822733	0.331343989265231	0.236176096167976	0.406196916247172	0
aa_BMPR1A	-0.650689548605654	-0.215121426203111	-182.044551283236	0.110141526793165	0.110141526793165	0.477877496594645	0.617771615843488	0.643569434699489	0
aa_BMPR1B	-0.278077854886141	-0.0373564503094535	-25.292975427788	0.485178403604972	0.485178403604972	0.490921691062237	0.265653571199138	0.99538969161047	0
aa_BMPR2	0.0121833739841003	0.0028647167795377	0.971047007487046	0.975477260743925	0.975477260743925	0.186305907989222	0.838030799115137	0.744307457852279	0
aa_BMX	-0.746634189198671	-0.268998386062343	-182.820886751859	0.0690280729270468	0.0690280729270468	0.229816517611527	0.155190444506503	0.677181452044037	0
aa_BOLA3	0.217710585096371	0.0408477443560468	27.0126068372432	0.583993658349358	0.583993658349358	0.163817440897179	0.655233626485762	0.474171350073773	0
aa_BOP1	0.450056335362202	0.195985955563557	165.691559830128	0.262516809918431	0.262516809918431	0.970707542080983	0.393573250510134	0.464329112413182	0
aa_BPI	-0.159983203186721	-0.114158024308731	-107.042227563814	0.686978513314405	0.686978513314405	0.516162966821628	0.768918565923781	0.626848498466695	0
aa_BPIFA1	0.279879832936626	0.048312821537637	24.9129540587181	0.482383395672023	0.482383395672023	0.378707755748546	0.45416059414822	0.859102896811633	0
aa_BRAF	-0.0266097287585282	-0.0117600564017627	-10.494310897434	0.946473641008692	0.946473641008692	0.371514030073861	0.922133154855416	0.111483841196718	0
aa_BRD2	0.287401795301792	0.0502587134514506	25.4430822658334	0.470817306600565	0.470817306600565	0.300471103159536	0.394126147541783	0.676055084314493	0
aa_BRD3	-0.280734650254108	-0.0525940717836566	-47.4485042725953	0.481060768905015	0.481060768905015	0.89749213164002	0.384415564061	0.595006938513513	0
aa_BRD8	-0.595139163878046	-0.184293779949805	-208.917200855575	0.142250706234418	0.142250706234418	0.701234661451436	0.975740676435164	0.108915942524539	0
aa_BRDT	0.319106706353082	0.0657284665483326	60.0212606838464	0.423892197959592	0.423892197959592	0.981119923671724	0.106010973779563	0.279389863533582	0
aa_BRSK1	0.286412117298232	0.0595512627994307	36.5796207288135	0.472329723014613	0.472329723014613	0.889275860617003	0.386705325713284	0.230624371088175	0
aa_BRSK2	-0.099064549079402	-0.0246769778327757	-28.2529113228853	0.802754172728068	0.802754172728068	0.790871111790355	0.180938814163147	0.957625444867634	0
aa_BTF3	0.227950229066824	0.105301609837792	263.286404914681	0.566550159516222	0.566550159516222	0.174910218067271	0.287582042392388	0.342480263483523	0
aa_BTG1	-0.489972296575606	-0.173729117989157	-78.5163728616669	0.223642665046556	0.223642665046556	0.374745147707643	0.4412457101756	0.339115516681023	0
aa_BTG3	0.284958702876586	0.0616026324074673	72.0238514965723	0.474555967799145	0.878622549766803	0.0401568759310839	0.645793668061678	0.882956944243401	1
aa_BTRC	-0.227523816216077	-0.0539185565352328	-43.2669871796136	0.567271235143103	0.567271235143103	0.482232752078638	0.76362511304801	0.521401204737983	0
aa_BUB1	0.403259011641195	0.116501874267997	118.053659188047	0.314147670859632	0.314147670859632	0.549370462098776	0.963264960680351	0.421185137261872	0
aa_BUB1B	0.119216045727073	0.0296925012587511	29.4711004283977	0.763791287766439	0.763791287766439	0.409367150792362	0.662481173294052	0.715375148106006	0
aa_BUD31	-0.226419469564294	-0.0659327273021036	-82.2404647435582	0.569140885930803	0.569140885930803	0.0985884101077145	0.402200216454216	0.581453854919392	0
aa_C1D	0.414292870010074	0.135995728966632	120.795405981892	0.301373802522183	0.301373802522183	0.278058972008979	0.734639341221716	0.527716016017542	0
aa_C1orf174	0.167809721395105	0.052019718403393	71.6087339731085	0.672587700938963	0.672587700938963	0.334402606796142	0.563280213295113	0.577634085904763	0
aa_C1orf216	-0.106045275200552	-0.0364636720001157	-47.2314369653209	0.789192049886219	0.789192049886219	0.691934811060137	0.0714017206199615	0.136346536293123	0
aa_C21orf2	0.241736413054768	0.0742390575858632	54.6364316240375	0.543492420784677	0.543492420784677	0.904126546679157	0.712133862920238	0.0531508353667273	0
aa_C21orf33	0.359852520393354	0.139564425608003	99.6762019212503	0.368036359336405	0.368036359336405	0.270265514641858	0.586787756584447	0.938359734534547	0
aa_C4BPA	0.35572541507587	0.0581347742848843	47.4970886747111	0.373462554198139	0.373462554198139	0.614804218502818	0.99074703818385	0.978196248530185	0
aa_C6	0.246510172912519	0.0342299017389163	15.2097222233011	0.535625397788395	0.535625397788395	0.704701255602051	0.323030485072902	0.261287761146631	0
aa_C6orf106	0.259207685630699	0.0637596092918869	77.1459401722099	0.515000989226068	0.515000989226068	0.34295610423316	0.249469468053913	0.982655794701251	0
aa_CA1	-0.217634150216127	-0.0405753127735618	-40.0509615366015	0.584124861958283	0.584124861958283	0.419246159432226	0.527244200752901	0.472401809424892	0
aa_CA4	0.569065862055751	0.122157519160831	83.0878739301599	0.159770427524181	0.159770427524181	0.936222360549437	0.102450029067077	0.492518508266077	0
aa_CA9	0.202880397191723	0.0585810579011555	37.6119925210579	0.60971938112588	0.60971938112588	0.378019640115334	0.981870229646734	0.919874300076386	0
aa_CAB39L	-0.693487027952947	-0.0842106500238593	-62.2693643165368	0.0897643656600143	0.0897643656600143	0.451443441462926	0.905679255185053	0.0897864409541205	0
aa_CABYR	0.810864598089463	0.167289945229735	122.390705128494	0.0496519046440261	0.0496519046440261	0.0520623125786932	0.143713307697546	0.455372741916312	0
aa_CAGE1	0.274790048875882	0.087499470187219	108.435870723526	0.490302000716019	0.490302000716019	0.417473882351922	0.180186410434071	0.615556767683494	0
aa_CALM2	-0.124312347746157	-0.0940470239964924	-66.8852297013142	0.754033055036526	0.754033055036526	0.425969424469726	0.0694173366454883	0.433817300601558	0
aa_CALM3	-0.127625807060676	-0.0483580700100254	-41.423263887821	0.747710769921974	0.747710769921974	0.283600214891035	0.712257452634097	0.543917695586566	0
aa_CALML4	-0.109657125842081	-0.0158512288527843	-14.2918002136193	0.782201241940448	0.782201241940448	0.179004927299555	0.28274966218502	0.75756165061855	0
aa_CALR	0.521771207054907	0.156650190168549	114.097756411955	0.195935738755388	0.195935738755388	0.526795488791727	0.846539709339476	0.394350225948777	0
aa_CALR3	-0.508756501406295	-0.102265587053306	-76.8756944431409	0.20693512607256	0.20693512607256	0.248971740806443	0.79206661482128	0.667556208080444	0
aa_CALU	0.337226562676736	0.0549256688804208	46.8544337598411	0.398427012337739	0.771215778435222	0.0386396697883922	0.655265161528968	0.469743594375243	1
aa_CAMK1	0.18923438084927	0.0396344045254335	29.8305021354797	0.633854030415858	0.633854030415858	0.217565301142052	0.483581941365993	0.635880201199925	0
aa_CAMK1G	-0.0394656022855611	-0.00837363194877865	-12.4623130325637	0.920689592279936	0.408313245524518	0.641070957301753	0.652977954272943	0.0123994630740945	1
aa_CAMK2A	-0.556303765496652	-0.173333798375959	-144.498130341762	0.168957890699829	0.0332674795737274	0.514571809170926	0.667467672501095	0.0487242485533205	1
aa_CAMK2B	-0.560261914587307	-0.600123098543917	-492.415144231443	0.166064327309131	0.166064327309131	0.387882894426161	0.379512499860848	0.608242520317624	0
aa_CAMK2D	-0.0326234172522356	-0.00825338071427317	-6.7564102545203	0.934403254074175	0.934403254074175	0.592283062556027	0.398020579443187	0.0908796022526056	0
aa_CAMK2G	-0.613402780761761	-0.833469543487896	-3059.96976496096	0.130937870452201	0.130937870452201	0.567344334335284	0.312594799106603	0.704253354133509	0
aa_CAMK4	-0.248188113846728	-0.0930973112156155	-91.1187767108665	0.532874753549853	0.532874753549853	0.190426330509463	0.216791667236675	0.66479983615856	0
aa_CAMKK1	0.404760857360421	0.106845100456247	133.291185898238	0.312387034922396	0.601369941185638	0.00897926563143345	0.831524237429246	0.0276034657618817	1
aa_CAMKK2	0.0156653971828356	0.00335963966586353	4.48330662352459	0.96847208134842	0.96847208134842	0.932890079599444	0.949787598652603	0.123293111805693	0
aa_CAMKV	-0.268819355600639	-0.0305876903371279	-19.592788460385	0.499685161000465	0.499685161000465	0.279511334691119	0.416127960415588	0.492072519272861	0
aa_CAPG	0.279976888131178	0.0695892139251039	46.101709402918	0.482233120094062	0.482233120094062	0.534322910309528	0.950771710201072	0.834039312274084	0
aa_CARD8	0.184586104601357	0.02022243380915	16.1974893150631	0.642172456115656	0.642172456115656	0.401075260805041	0.363385909100495	0.810825988341226	0
aa_CARD9	0.028413894144449	0.0363753617812927	198.412126067955	0.942850899361692	0.942850899361692	0.423410996292631	0.903276563580825	0.83186109471212	0
aa_CARHSP1	0.0597463197123644	0.0150285749314463	11.9541933771151	0.880204862176155	0.880204862176155	0.587566673422765	0.810701665196621	0.0740808743165895	0
aa_CASP1	0.810428014610697	0.0776882153531851	54.2153579060258	0.0497653350234617	0.0497653350234617	0.728549226340112	0.310491476060839	0.620908284572259	0
aa_CASP10	0.116590837668581	0.0236570785046685	8.7696581195192	0.768833684097739	0.768833684097739	0.883471071798233	0.226709481525995	0.566610928247124	0
aa_CASP3	-0.162118287757609	-0.0658411110863698	-55.8200854702558	0.683040408626063	0.683040408626063	0.32967044842095	0.9502335875975	0.506968960275332	0
aa_CASP4	-0.259973222665374	-0.0471490885694316	-33.3534989325635	0.513771693583024	0.513771693583024	0.675381745138861	0.977304832443397	0.313108877518464	0
aa_CASP6	-0.354910824549898	-0.419121068384503	-442.957505336956	0.374539747700705	0.374539747700705	0.544971196737001	0.487975111781809	0.069389511541397	0
aa_CASP9	-0.310849602986224	-0.0495530615593854	-26.237526710128	0.435825418966562	0.435825418966562	0.875438493376947	0.663917763934424	0.89592108470511	0
aa_CASS4	0.220465989891423	0.144876932303299	287.880662391794	0.579273665336464	0.579273665336464	0.605653542130406	0.203591355634129	0.240189898086754	0
aa_CBFA2T3	0.714934393410091	1.75788190499025	3259.18285256257	0.0808269557765384	0.0808269557765384	0.0833001896034927	0.471548904486593	0.10855601474853	0
aa_CBFB	-0.255182978447627	-0.238354977103626	-131.210657051954	0.521490485105276	0.18445855955228	0.282032483417103	0.192300588620248	0.0332609390223135	1
aa_CBLC	0.275691603994761	0.0586004552992208	41.006356838076	0.488893977456454	0.488893977456454	0.943565623549938	0.665620034402479	0.579691925367356	0
