	cohenD	fc_case_control	coeff	pval	drug_adj_pval	pred_pval	bdmard_pval	csdmard_pval	drug_effect
aa_AIFM2	0.338052972922726	0.0514506930008684	28.3304563477975	0.379310998090319	0.379310998090319	0.139137379660473	0.387680531905027	0.637844666568203	0
aa_AIFM3	-0.316039412570253	-0.0424623849307481	-32.2474702382732	0.410683103338496	0.376329587028362	0.692027433714683	0.0309090042616005	0.57427635387162	1
aa_AIM2	-0.42347727097667	-0.0650895331746164	-45.1466765872323	0.272779766771282	0.240342119081887	0.0362250129520998	0.564646733646886	0.0949315373374862	1
aa_AK1	-0.158126497955999	-0.0447199164193521	-28.9474702400894	0.67911699686599	0.372175232071483	0.114926580225773	0.886525214736223	0.0118046987704295	1
aa_AK2	-0.443464097600818	-0.853061143436014	-1143.43311011768	0.251314209795877	0.251314209795877	0.546774165418353	0.863985476386824	0.145617797452464	0
aa_AK3	-0.640225441617288	-0.119803920723492	-121.654414681071	0.102237088152441	0.102237088152441	0.666423243461045	0.221571426542344	0.735710545609122	0
aa_AK4	0.853016210594475	0.192663850289157	160.600818452916	0.0326473015257154	0.0165095598062679	0.632992334661327	0.0126578429031536	0.494742666098508	1
aa_AK7	-0.415789025871547	-0.129051726952609	-96.7288194447619	0.281381214460314	0.281381214460314	0.576648689295093	0.823014219339389	0.982988616934229	0
aa_AK9	0.0228137798177817	0.00357823662002615	3.50590277898928	0.952330820692201	0.952330820692201	0.700963092169091	0.636545134277332	0.960623144513066	0
aa_AKAP3	0.690454011597302	0.114006648631365	121.43484622872	0.0792373745271452	0.0792373745271452	0.490866687454606	0.321080920805374	0.250400952083979	0
aa_AKAP4	-0.615069442039043	-0.110954697655869	-90.073239086103	0.115728939390879	0.0903059568930336	0.0330305608378025	0.553024994953697	0.764637928958669	1
aa_AKT1	0.653597634485636	0.0728651622127308	13.6162698414136	0.0956209709285873	0.0956209709285873	0.404748141306204	0.530511791231461	0.421404659515059	0
aa_AKT3	-1.435078791014	-0.122004527709539	-59.1985863107738	0.000792320523508174	0.000792320523508174	0.266922992136407	0.738330603607391	0.30846442007248	0
aa_ALDOA	0.487266528670476	0.405856799242171	443.438070435982	0.208685403506126	0.144667921622855	0.00398387291937	0.668760174628204	0.735131073471561	1
aa_ALOX15	0.768015243107979	0.116258730259284	119.121676586013	0.0524908597917715	0.0524908597917715	0.569418133735471	0.832157431446216	0.822337614995775	0
aa_ALOX15B	0.490217002556686	0.0919164095610858	94.0264880947621	0.206026009366002	0.316720456704045	0.701058693353689	0.258435740014144	0.0221014237752074	1
aa_ALPK1	-0.910703176695563	-0.0942461760019162	-61.0973214281551	0.0233517691215765	0.00593297047060796	0.00197068888860232	0.966592582316516	0.335834823317188	1
aa_ALX1	-0.630436115071292	-0.191593772693902	-212.011656745955	0.10732146072017	0.10732146072017	0.845867645344187	0.844642225241134	0.0625711100707367	0
aa_AMD1	-0.370958857532281	-0.130922748868272	-32.7459821429464	0.335408756802251	0.335408756802251	0.801263161663739	0.430623190845862	0.291723656737149	0
aa_AMOTL2	0.453154003020328	0.235356137683087	515.861805551784	0.241367536372742	0.241367536372742	0.647502023504677	0.452631014362061	0.198147526813211	0
aa_AMT	-0.15373148514751	-0.0167112415471739	-14.5748759915772	0.68753129925758	0.665613816537975	0.0306811978234884	0.446840426215088	0.0669929443379097	1
aa_ANKRD13A	-0.528792225014512	-0.0837969679210719	-50.2300099204757	0.17361424298202	0.17361424298202	0.136082430416092	0.603318295331251	0.878683771823681	0
aa_ANKRD45	-0.628194311446178	-0.586305335693586	-528.158928570445	0.108515183972911	0.108515183972911	0.321099136317662	0.603987287213696	0.431078619507144	0
aa_ANXA1	-0.10048206373191	-0.0165185873773502	-11.4433283740472	0.792451092921991	0.792451092921991	0.906702259258404	0.814858186525902	0.996547806781168	0
aa_ANXA11	-0.354123702781647	-0.0784941637782638	-60.6078869037199	0.357420089634676	0.357420089634676	0.05377246816299	0.266922992813932	0.681001960878993	0
aa_ANXA2	-0.573316454096004	-0.0701556216470389	-52.3308531758641	0.141369564236614	0.179925894563985	0.545414344248887	0.0491594884159572	0.03026096608352	1
aa_AP2M1	-0.470356697104931	-0.0539184615080183	-49.9773561513708	0.224436860331393	0.224436860331393	0.27643322970823	0.856583210274057	0.347854440340924	0
aa_APCS	1.04017858665516	0.14779705903146	173.96907242253	0.0106486307917239	0.0106486307917239	0.926569841623175	0.807111485291333	0.150856657034277	0
aa_APEX1	-0.296096589207438	-0.0380322650861612	-32.4751736101787	0.440471740808953	0.440471740808953	0.259014596930047	0.761300924229755	0.055339740168638	0
aa_API5	-0.60304797794559	-0.127150511359771	-155.346056548096	0.122682091394561	0.08009253983563	0.00800666584112036	0.582759904355566	0.636985544065568	1
aa_APOBEC3G	0.549536991338881	0.25064021887421	398.328298611696	0.157929170862531	0.157929170862531	0.0991559455800371	0.724915466444586	0.507488202897475	0
aa_APP	-0.0125295606563783	-0.0021641116177427	-1.55096726202377	0.97380807318945	0.97380807318945	0.13955300491216	0.351925533371107	0.805304371593453	0
aa_APPL1	-0.442409976514817	-0.601500689412204	-514.932762899554	0.252414271610261	0.225063725186336	0.048786344872804	0.712801425910812	0.471251467698138	1
aa_AR	0.0109838193974767	0.00169391699036444	1.39293154958137	0.977038296234523	0.772196200130775	0.815838554659102	0.0428843953556971	0.0418717467543357	1
aa_ARAF	-0.832262173973335	-0.124159172831716	-77.8039434541676	0.0367396291980275	0.0367396291980275	0.662842977137096	0.119546594214806	0.116517577151052	0
aa_AREG	0.457953805681873	0.213835260208477	271.332291664285	0.236550501726688	0.236550501726688	0.32278816085799	0.249514955947356	0.809086635434615	0
aa_ARHGDIA	-0.405302207730281	-0.232837890605841	-56.3157738091547	0.293425191898965	0.293425191898965	0.476614513962116	0.903804408436938	0.459177809841842	0
aa_ARHGDIB	0.216767105325654	0.0283800146527473	17.2236359129167	0.571226129473887	0.571226129473887	0.789025923240163	0.190587508578565	0.211871706450128	0
aa_ARHGDIG	0.359598638915858	0.110197382053626	43.963417659613	0.350158336259171	0.350158336259171	0.0967996655057119	0.99916885773318	0.61512428836971	0
aa_ARIH2	-0.346696276597048	-1.31079481454067	-1853.6007936536	0.367430872800936	0.367430872800936	0.486056188457121	0.547780007050976	0.540372356864425	0
aa_ARL1	1.29610201565063	0.351180868228337	227.840401784701	0.00202971222571095	0.00202971222571095	0.0821433033045518	0.72730016163557	0.333851567204714	0
aa_ARMC3	-1.19157801772534	-0.132966779632423	-91.3757936503576	0.00405063995016102	0.00405063995016102	0.254758528551371	0.0640174450233996	0.457368146039465	0
aa_ARNT	-0.218193937766364	-0.0255617570503462	-21.4394593244636	0.568711354458785	0.489650587186581	0.00103982622261107	0.318558822122013	0.0904315833515785	1
aa_ARRB1	-1.02531686101192	-0.136749712562704	-71.6531001987202	0.0116778314858761	0.0188529869104253	0.459929468134174	0.442650438093973	0.0385798294360135	1
aa_ARX	-0.862524848438881	-0.194290595732636	-207.573660715389	0.0309140846433311	0.0309140846433311	0.114661152835677	0.811366921808137	0.213698478145091	0
aa_ASB1	-0.11088330552213	-0.0162871599234749	-9.83023313494083	0.77156856995353	0.56192923108305	0.0437103487096439	0.639900462306118	0.0450284810171052	1
aa_ASCL1	0.862497720938565	0.351627802633765	1402.4544642784	0.0309189082480545	0.0309189082480545	0.641430191021185	0.34935792896956	0.270495088758611	0
aa_ASNA1	-0.421237152731576	-0.979406646350086	-785.314459324973	0.2752660898901	0.2752660898901	0.671305003629952	0.504043384434607	0.20756546211664	0
aa_ASPSCR1	0.130880477781929	0.0531192527249649	42.9609126991373	0.7319210546686	0.7319210546686	0.155641385163207	0.494366975083979	0.17078580929372	0
aa_ATF1	0.0216581087242753	0.00319440594416459	2.06909722202359	0.954742768258355	0.950067953626945	0.0139689035391399	0.305206227646349	0.360897421858974	1
aa_ATF2	-0.758304001332027	-0.203423993443909	-292.967063494167	0.0553328096556129	0.033638643206427	0.016197763310833	0.526432459716557	0.785779821930296	1
aa_ATF3	-0.662068827892002	-0.129585990612209	-107.277232142081	0.0916202311318368	0.0916202311318368	0.991105412671852	0.903910011756102	0.189662838934726	0
aa_ATF4	-0.763575085902998	-0.0662187876783731	-41.1896577373812	0.0537738377956709	0.0537738377956709	0.904760986418289	0.197204190631326	0.78004476283132	0
aa_ATF5	-1.00652782480705	-0.149110368652008	-143.99985119146	0.0131127574176365	0.0131127574176365	0.325505481974262	0.235301431289947	0.348476176829655	0
aa_ATG12	0.485527380563407	0.138633299262953	67.9332341260712	0.210265265349139	0.210265265349139	0.475791782373792	0.901714898212412	0.355211689849918	0
aa_ATG7	0.466301556031256	0.0874478642213964	67.9011160708338	0.228344763481794	0.228344763481794	0.101738683830351	0.985512205419646	0.0955654933342837	0
aa_ATIC	-0.426429944547761	-0.0498098021464085	-27.5445188497324	0.269527473579809	0.269527473579809	0.081495382323793	0.92511102070584	0.176853631843598	0
aa_ATP5B	0.379952309767023	0.130958924949739	119.300719246845	0.324036554628223	0.324036554628223	0.0824346985746169	0.563033824531697	0.334037842733893	0
aa_ATXN3	-0.402958960539506	-0.161026859443354	-122.648412697231	0.296165740913482	0.296165740913482	0.33303151203663	0.629438154806054	0.260337646325716	0
aa_AURKA	-0.154824654874953	-0.0226598013908664	-4.96815476193447	0.685434529830956	0.661145416504025	0.0249039463954626	0.434781190748235	0.70650064921793	1
aa_AURKB	-0.60908119700561	-0.0766266358847289	-47.4903769837497	0.119150454772726	0.119150454772726	0.788488353090645	0.404623452457086	0.16814414143176	0
aa_AXIN1	-0.364024262909587	-0.058377234597352	-46.5742063499103	0.344361246267319	0.344361246267319	0.907268389715498	0.612522986427243	0.576567904443643	0
aa_AXL_int	0.295853865221135	0.0475253681704468	50.7969742086614	0.440842211805497	0.440842211805497	0.202033598849383	0.53214744918012	0.14600514383699	0
aa_BACH1	0.171795247199616	0.140713817656426	154.122544645179	0.65322138330166	0.65322138330166	0.454538198033689	0.408242072907568	0.805311741733837	0
aa_BAD	0.103018203555122	0.0198631014638354	6.77470238055931	0.787344078685399	0.787344078685399	0.599248993557568	0.21962650504276	0.13608181739492	0
aa_BAG3	-0.369862988024583	-0.0419806799236842	-25.9955605169941	0.336812867346966	0.264849342320721	0.00365256297607264	0.681167402391276	0.9448200398379	1
aa_BAG4	-0.138895375748257	-0.0355672023767167	-34.19952877015	0.716233516448342	0.716233516448342	0.414966649572577	0.466424925419609	0.418236258075623	0
aa_BAGE2	0.349714636286567	0.189602384419914	79.7656001976783	0.363340575646662	0.363340575646662	0.194110491544335	0.445584440619828	0.48632734460278	0
aa_BANK1	-0.724850893811022	-0.695252117472009	-750.745758927679	0.0661865629638132	0.0661865629638132	0.622451540861027	0.980104643672732	0.573201492024091	0
aa_BASP1	-0.618189423678563	-0.0897393771426024	-34.0994295629166	0.113978899761878	0.113978899761878	0.716629705121406	0.337386876322029	0.160597608881988	0
aa_BATF	-0.302434797817823	-0.215686868105896	-658.46775793851	0.430864763655764	0.395271294793527	0.0277516245537227	0.385413315704951	0.247005969785538	1
aa_BCKDK	-0.548438261847363	-0.0719062515425211	-70.7328869036907	0.158730450354511	0.158730450354511	0.484195273438296	0.345559491188771	0.509725031064643	0
aa_BCL10	0.609958378748291	0.350044544542478	646.358134919227	0.118644071252131	0.118644071252131	0.575267391825768	0.614711709577352	0.292827005573259	0
aa_BCL2A1	0.355192208517716	0.0425693875179894	25.6496527770536	0.355995032134813	0.355995032134813	0.179144333771267	0.352403688076044	0.76469313084196	0
aa_BCL2L14	1.1440078105657	0.436934951695424	513.869667658542	0.00551470666994002	0.0025237576072044	0.0340874449632792	0.397696608470576	0.577001283791774	1
aa_BDNF	0.212081929457089	0.0231885102746245	16.322693451251	0.579522879584564	0.579522879584564	0.176489914397587	0.169362014193496	0.804304675726154	0
aa_BID	0.35458653514624	0.053808613349684	57.1583581352078	0.356802347690697	0.356802347690697	0.770705159647496	0.895748390666302	0.18325307176123	0
aa_BIRC2	-0.35119950713822	-0.0364411250727314	-19.778323412262	0.361339477187916	0.361339477187916	0.99888052987204	0.648134768651373	0.506625396342867	0
aa_BIRC3	0.50287422566992	0.0682374151563788	47.7617311491661	0.194912484188341	0.194912484188341	0.461386953254564	0.282846983498869	0.756324059015621	0
aa_BIRC5	0.148540777716295	0.0244008377614901	10.661557539732	0.697521911845669	0.697521911845669	0.201575049644264	0.349563251603367	0.272252969394971	0
aa_BIRC7	0.256239972950961	0.330140253421843	431.246651785806	0.503794337705839	0.503794337705839	0.438375424909177	0.681329276703771	0.0714361639600849	0
aa_BLK	-0.505101699296563	-0.0714617059982339	-15.1643601194107	0.193005712756431	0.193005712756431	0.395782560716152	0.722474647458785	0.983837712660608	0
aa_BLZF1	-0.751879082058978	-0.0792267514113145	-72.4142857158944	0.0572868335183805	0.0572868335183805	0.628196342407278	0.468868969323443	0.760897991672031	0
aa_BMP7	0.340315314907952	0.0574734965231212	44.0573908739293	0.376177504127444	0.335433299403748	0.0219029884778694	0.314559097452084	0.394180834488362	1
aa_BMPR1A	-0.137702893448225	-0.0200952305582887	-16.2362599217252	0.71855974381643	0.71855974381643	0.46557893007031	0.647143517500998	0.201338259858234	0
aa_BMPR1B	1.26620396315595	0.168291239169819	118.519742063899	0.00247738899169711	0.00247738899169711	0.39416292790585	0.820316082902976	0.505570698011415	0
aa_BMPR2	0.09375527504278	0.0184822618402308	5.85367063461306	0.80604195328262	0.846506249658527	0.545478301169621	0.509150406448455	0.0049076573298462	1
aa_BMX	-0.716896282382117	-0.118565370750004	-72.8975694438689	0.069025847526158	0.108370097748028	0.814020332207012	0.556087077854027	0.0467329831175867	1
aa_BOLA3	-0.200827610458892	-0.0598165484417014	-40.475272817143	0.599693741578226	0.599693741578226	0.909988452700501	0.513314130602345	0.926932829682549	0
aa_BOP1	-0.683695169496026	-0.176929862926655	-147.220510912887	0.0820474983013497	0.06343072375582	0.0435747885036571	0.283717359929462	0.105918848029334	1
aa_BPI	-0.203615580555891	-0.044976734208585	-37.6348462323211	0.594665638876481	0.557460256546188	0.0146219136494174	0.695598337224049	0.35289929017649	1
aa_BPIFA1	0.255001864918867	0.0361414390267594	18.2384176578273	0.505839969105703	0.696616719539103	0.608205822080959	0.243630861626146	0.0498144776753651	1
aa_BRAF	0.0388202578793662	0.00434120145734994	3.3817460311314	0.91898221685432	0.91898221685432	0.886353080013673	0.484861755978352	0.0725786697078483	0
aa_BRD2	0.436696347993669	0.0749229498826201	38.0871527787204	0.25843874746139	0.295975064262711	0.0101614145174482	0.192593096641157	0.0311544758018023	1
aa_BRD3	-0.360707277879068	-0.0820252726396086	-74.8460069470836	0.348700020131032	0.348700020131032	0.10823778379609	0.660497053090156	0.845705095505914	0
aa_BRD8	-0.997989499144824	-0.196482619261146	-213.892733133393	0.0138179476758909	0.020560706467076	0.724978183812913	0.85174310980584	0.00960991317756994	1
aa_BRDT	-0.436721479878617	-0.0685701211592771	-58.327777776756	0.25841201916245	0.25841201916245	0.18237307041504	0.0596451720997919	0.42058997244885	0
aa_BRSK1	-1.19318585735859	-0.137104149421404	-76.8568452386906	0.00400833719391359	0.00400833719391359	0.498829678049203	0.672470426127872	0.830969152497366	0
aa_BRSK2	-0.904256949455313	-0.258551320564949	-296.120560516637	0.0242544533176221	0.0242544533176221	0.0859628047115141	0.752722144092132	0.9211981362899	0
aa_BTF3	-1.02588229763181	-0.268125214154133	-557.774950399164	0.0116370218262242	0.0116370218262242	0.206975378592982	0.764373881788453	0.129233864583718	0
aa_BTG1	0.776844908039803	0.150287602826022	64.8178571438393	0.0500197715799908	0.0500197715799908	0.0800250955183892	0.815095599117516	0.877666461429726	0
aa_BTG3	-0.547281799049377	-0.103816912423448	-115.766517858067	0.159577348079299	0.105603291794302	0.0051980247277108	0.443400112378573	0.651989801921968	1
aa_BTRC	-0.637322620627822	-0.0812370582897238	-62.794097222767	0.103723170547445	0.0330571706117673	0.000204869889685383	0.222892775671611	0.962196031826299	1
aa_BUB1	0.636953981293429	0.114847739641574	116.871602181607	0.103913187141925	0.103913187141925	0.601452019134735	0.109698847809806	0.801104841167833	0
aa_BUB1B	0.258660689937786	0.0783532084798741	77.9277281758636	0.499808158902466	0.499808158902466	0.0515193755842825	0.93021173711999	0.207949768043554	0
aa_BUD31	-0.635784358424258	-0.153070008045371	-190.911036705745	0.104518012425606	0.104518012425606	0.148692972953702	0.713711948342529	0.632397458572717	0
aa_C1D	0.279999154813518	0.047192146310832	41.179117065865	0.465448148485944	0.465448148485944	0.247796276546967	0.270775133254074	0.61663345325621	0
aa_C1orf174	-0.0158643350929392	-0.00458381432910975	-6.17931547702372	0.966840828519498	0.966840828519498	0.88689719317775	0.562603402292343	0.379549259451006	0
aa_C1orf216	-0.110140549640394	-0.019035001912623	-23.2932539671122	0.773054211031472	0.773054211031472	0.363476658743959	0.0532006723441167	0.447245073581819	0
aa_C21orf2	0.95756775482014	0.477114649075836	446.692857142679	0.0176628773435636	0.0176628773435636	0.122766920524705	0.840957453939089	0.569219403074042	0
aa_C21orf33	0.367349057038963	0.0881745670764405	61.21758432503	0.340049002460614	0.248288129894354	0.00118275248596182	0.200092886072459	0.852174743935338	1
aa_C4BPA	0.353982395336343	0.0427256039169846	35.6639136907436	0.357608834505932	0.357608834505932	0.265300335520931	0.199519377351348	0.333589097941716	0
aa_C6	0.00733671082154186	0.00103773256800913	0.435689484821237	0.984661344934737	0.984661344934737	0.678344161156684	0.995772303454395	0.946070040544058	0
aa_C6orf106	0.945884177110476	0.242332882778866	317.884002977441	0.0189467482115954	0.0189467482115954	0.0945513405936648	0.889477252190923	0.675829810852845	0
aa_CA1	-0.815577854190403	-0.109406991383941	-102.927579364285	0.0403587035718043	0.0287689866744817	0.0473117821610097	0.778012152137705	0.815987006059745	1
aa_CA4	1.25667665748012	0.28180863599075	211.44920634878	0.002639137691499	0.000899864931717672	0.0262721570845226	0.44936714382349	0.602320870761556	1
aa_CA9	0.473192216096229	0.0918847240559094	59.463343253572	0.221734494528812	0.221734494528812	0.164914208343096	0.39682571799798	0.0572357863921412	0
aa_CAB39L	-0.479909102224473	-0.291771103064525	-219.737078374048	0.215431584004244	0.215431584004244	0.327614322009094	0.557798861735787	0.431380120939801	0
aa_CABYR	0.754115858383378	0.140197031726933	105.125545634197	0.056599771293318	0.056599771293318	0.293299717333726	0.685537747365049	0.372658397306017	0
aa_CAGE1	0.793159528283997	0.151213610475185	188.916418651516	0.0457242202982863	0.0457242202982863	0.475664296251721	0.229975985963116	0.115733347581863	0
aa_CALM2	-0.117691966037055	-0.0360818281438522	-21.8140624989285	0.757992038202611	0.757992038202611	0.0819046268090399	0.460411979408629	0.663941721287689	0
aa_CALM3	-0.184266709110949	-0.0480890900832518	-41.6062003978588	0.62997271307028	0.604089329215299	0.0293215849393396	0.594097987563117	0.561574271709563	1
aa_CALML4	0.616640178082467	0.0592706520105492	52.6453124986621	0.114845117402137	0.114845117402137	0.847179416929933	0.36837193769714	0.979511537475005	0
aa_CALR	0.153813547449495	0.0236279351708108	16.9529017853573	0.687373809915281	0.687373809915281	0.347827140103012	0.158651461822038	0.283288942455241	0
aa_CALR3	0.107501658078323	0.0510759772413179	46.304290674018	0.778339540694577	0.778339540694577	0.564533103603861	0.468602071723223	0.536488165168048	0
aa_CALU	-0.321767786287783	-0.0431118924112965	-34.7659970230651	0.402366020745831	0.26475005426175	8.91204306568209e-05	0.238120418541908	0.456033545247969	1
aa_CAMK1	-0.488312197400893	-0.0661365637859847	-48.0273809521728	0.207739898401824	0.106957797376477	0.274786308140763	0.000302718269716188	0.414077795810969	1
aa_CAMK1G	-0.46462225019842	-0.0880999532618794	-143.769146824732	0.229978035492632	0.229978035492632	0.227034815696195	0.358510230510482	0.115525792888734	0
aa_CAMK2A	0.650291107606009	0.222455399773798	204.185689484614	0.0972222533680215	0.0972222533680215	0.396634273873697	0.51244643953355	0.475644070989723	0
aa_CAMK2B	-0.32602627683629	-0.409260339205377	-403.017658729375	0.396252852829579	0.396252852829579	0.799080449445281	0.694995106671938	0.594136988740738	0
aa_CAMK2D	0.0926915367923992	0.0174583188733042	14.6510168651499	0.808196950937243	0.873932332582161	0.608725124953068	0.90182257604339	0.0098352977519495	1
aa_CAMK2G	-0.441760539652945	-0.413439327354081	-1500.27658730256	0.253093778446047	0.205547156377371	0.0138427432819008	0.464019556965563	0.499295205033407	1
aa_CAMK4	-0.134848925851299	-0.0250205424292976	-22.6455357129465	0.724138289215735	0.696959056660675	0.0141048446377927	0.671046599812804	0.205971683480039	1
aa_CAMKK1	0.709466461975906	0.165440990081718	237.181051588721	0.0717728607515207	0.112686106937036	0.894885055576976	0.385547603194417	0.0443880578263694	1
aa_CAMKK2	1.12664175557084	0.257373763459459	393.628571429644	0.00616576526568537	0.00616576526568537	0.0859737647239027	0.932718748126247	0.264936378766227	0
aa_CAMKV	-0.0398752794606235	-0.00441142408797137	-2.7845486105656	0.916788745276234	0.916788745276234	0.40492066673913	0.509375133431299	0.309444909519815	0
aa_CAPG	-0.335529030099534	-0.0435257841504941	-27.3365079359816	0.38282682456295	0.324490736161463	0.891051829269464	0.00776096547688119	0.867419557949936	1
aa_CARD8	1.121614752611	0.161246696081105	131.659449404553	0.00636749669577685	0.00636749669577685	0.57243451072446	0.695181293063115	0.103376162034673	0
aa_CARD9	-0.596214678648782	-0.252323293208362	-1016.82256944286	0.126786130673359	0.126786130673359	0.141089289628785	0.788933587664979	0.727899428573076	0
aa_CARHSP1	0.5470167245654	0.104731220282529	85.5152529764286	0.159771975415069	0.159771975415069	0.744892879055564	0.548079179510337	0.0504928809337419	0
aa_CASP1	0.369243427894796	0.0508473897089213	34.7046874994938	0.337608462524907	0.337608462524907	0.0688456151416837	0.715550372700768	0.34196177237743	0
aa_CASP10	0.180499484514981	0.0316736126423112	11.0112103183036	0.636956029062203	0.636956029062203	0.625112298897471	0.332235350077454	0.878586728134343	0
aa_CASP3	-0.0953729437420137	-0.0209248042320606	-17.0889632958328	0.802767755161471	0.802767755161471	0.136724342804812	0.828252477888155	0.886576011667342	0
aa_CASP4	-0.412179902354338	-0.0510631010693937	-33.587425596965	0.285485569782503	0.285485569782503	0.648656012808739	0.465288848265801	0.109246415475753	0
aa_CASP6	-0.114469364127517	-0.0445964327284729	-41.7908730149409	0.764408393031484	0.764408393031484	0.379782074360571	0.551112255759141	0.861089273779449	0
aa_CASP9	0.221570590880311	0.0317728121045805	16.0159970232143	0.562782444913508	0.562782444913508	0.181555802151337	0.244956711753522	0.361494605609502	0
aa_CASS4	0.0069208364999045	0.00289030826661095	5.08276289541632	0.985530697752135	0.985530697752135	0.0683395948370916	0.617334506750596	0.624206116568811	0
aa_CBFA2T3	0.205543205654045	0.388572442900072	561.064856149318	0.591201130422581	0.591201130422581	0.759163422409209	0.483117834440101	0.175968992398897	0
aa_CBFB	0.770388768505669	0.145566342275551	62.1326636909821	0.0518161993373694	0.0518161993373694	0.480554329283227	0.420176536273937	0.416695559478754	0
