	crp	esr	das28crp	rf_tit	acpa_tit
ARIH2	-0.25030997476359623	-0.005378108309533657	0.02130898071682914	-0.056132803163431284	-0.025182831161726506
ARL1	-0.06410583455812106	0.23168426907777237	-0.02173913043478261	0.20356925999363623	-0.0755369620047666
ARMC3	0.02428622006115099	0.04102728338987104	0.06521739130434782	0.26385588831624196	-0.25182831161726504
ARNT	0.1775326458721288	-0.049808735310533356	-0.154816268065126	-0.020940469007794393	-0.20155498570502808
ARRB1	-0.23480264439331397	-0.2910769322836067	0.034782608695652174	-0.2055345254973687	-0.05037335349893092
ARX	0.1428029739595678	0.043485847188514996	0.10567514926917308	0.022199413680453053	-0.17627981813208554
ASB1	0.17936683002625795	0.1714586500602082	0.3669565217391304	0.23718038391781912	-0.20143189867937758
ASCL1	-0.25953537356267264	-0.010762791324216123	-0.23933864591024068	0.018087714733038336	0.025198224091746813
ASNA1	0.076767899553061	0.12634730037546518	0.17964334017829003	-0.07391490699181127	-0.277095765094324
ASPSCR1	0.2567863001132365	-0.053320102383090824	-0.17656012593944145	-0.003171344811493293	0.06295707790431626
ATF1	0.19947082076892012	-0.0431785267136845	-0.01739508629945236	-0.013319648208271832	-0.3273768051024446
ATF2	0.044039012377553796	-0.15243095551592536	-0.05305501321332969	0.21152869892660264	-0.11332274022776928
ATF3	0.07318247645093498	-0.10648654452876642	-0.040008698488740425	-0.08562630991031892	-0.15109698697035903
ATF4	0.1887848839420137	0.2841177789807923	0.1404653218680778	-0.0006342689622986586	-0.025182831161726506
ATF5	-0.06022063246368949	-0.273780747676784	-0.12782608695652176	-0.15537217663065692	0.3021478480190664
ATG12	0.10554799023205792	0.27869712473944236	-0.004347826086956522	0.19913005494704603	0.1762529113444554
ATG7	-0.2382923951251369	-0.002765462097745293	-0.13478260869565217	-0.02473271383100253	0.125894936674611
ATIC	0.037556953579505274	-0.18897324334592838	-0.14	-0.008878410093180395	0.125894936674611
ATP5B	0.3062834317776896	0.12659670936345122	0.22260869565217392	0.2130818422363295	0.10071594933968879
ATXN3	0.16838445909064687	-0.02873446439665125	0.11828658683627605	0.03837327221906885	-0.15109698697035903
AURKA	0.08030951695488228	-0.1483925648760428	0.040550281015523076	0.06420601660087512	-0.012746085428546489
AURKB	0.14539350409942392	-0.022434394662626114	-0.10434782608695653	-0.2765412675622152	-0.025182831161726506
AXIN1	0.2913901570823685	0.1391949255865131	0.2808695652173913	0.16298224242481155	-0.27696886068414417
AXL_int	0.45510083912257676	0.4245392258358088	0.23667614350274782	0.15480890391417984	-0.277095765094324
BACH1	-0.206563244687279	-0.12075851160154447	-0.03391304347826087	0.12556608560355131	-0.0755369620047666
BAD	-0.0022680993944303473	-0.10655163410973964	-0.05963006794659331	0.0685429189883558	0.2015857927339745
BAG3	-0.045010461179999836	-0.1859288872724493	0.08347826086956522	0.22675115402177046	0.12591415580863252
BAG4	0.02590134729621053	-0.14441857621558754	-0.13043478260869565	0.138249528593809	0.3273268353539886
BAGE2	-0.21699002999106254	-0.008452603630199772	-0.07827788834753562	0.07961291033925856	0.07556003024839637
BANK1	-0.14051480908194214	0.04516921426317313	0.03130434782608696	0.17503151326555635	-0.125894936674611
BASP1	0.08363402469542734	0.1770522506267205	0.2568569887691982	0.15397486467124816	-0.1764685113166106
BATF	-0.09389238394876318	0.05408014768924129	0.21478260869565216	-0.4420179882104811	-0.1762529113444554
BCKDK	0.009065471553673685	-0.1484131325789974	-0.18000000000000002	-0.42426116802412034	0.1762529113444554
BCL10	-0.06281076719331054	-0.04424739356392469	-0.28782608695652173	0.20674012074120066	0.251789873349222
BCL2A1	-0.13015427016345793	-0.036872827969937245	-0.14782608695652175	0.3215252798030329	0.3273268353539886
BCL2L14	-0.09777758604319475	0.08818751356143324	0.022608695652173914	0.07229562504446893	0.125894936674611
BDNF	0.17871929634385267	0.05653833622057044	-0.29304347826086957	-0.14649376653747653	0.0755369620047666
BID	0.3211767064730106	0.2599534371880576	-0.10086956521739131	0.21498435868486815	-0.1510739240095332
BIRC2	0.11851675389841683	-0.1742507092288905	0.16260869565217392	-0.06469543415446317	-0.05036566232345301
BIRC3	0.2007660858388482	0.203138833862957	-0.29745597572063537	0.005391286179538599	-0.012591415580863253
BIRC5	-0.06057214015368103	-0.06962935166677096	0.22014361877277644	-0.05805333896781744	-0.05038104819896799
BIRC7	-0.010362120559424422	-0.08051796440558961	0.09393346601704274	-0.0821378306176763	-0.2770111427789916
BLK	-0.045584758220549214	0.024276847550111183	0.10057605769672011	0.12429699295587024	0.12752071848647292
BLZF1	0.17132496397801805	0.1647489289377119	0.12701175625196293	-0.1909441116503333	-0.07556003024839637
BMP7	-0.020073544154563163	-0.09648389985466913	-0.05739130434782609	-0.07039310859593027	0.3021478480190664
BMPR1A	0.0058278031416473695	-0.11123303104264401	-0.39043478260869563	-0.16107972597627288	-0.20143189867937758
BMPR1B	0.12044126492737899	0.17268774432587275	-0.11739130434782609	-0.07927151868911067	-0.025178987334922198
BMPR2	0.1104550791037713	0.12465652141666941	0.0408873461907004	0.11293436433083612	0.17633366869638797
BMX	-0.13857220803472634	-0.27961894543869076	-0.12695652173913044	-0.3240619684010845	0.050357974669844395
BOLA3	0.18972736894474213	0.21570604362413287	0.42260869565217396	0.04439205046590198	-0.3021478480190664
BOP1	-0.10556410319913631	-0.06576658161372587	-0.19699935234129798	-0.006342689622986586	-0.20146264929381205
BPI	-0.04079462199153159	-0.07743293873686821	0.40260869565217394	0.19469084990045582	-0.125894936674611
BPIFA1	0.30832016201715157	0.2580349362746439	0.37008046102084896	0.26992265617015554	-0.27705344424412004
BRAF	-0.15348891078647428	-0.32176453714752795	-0.02130898071682914	-0.18837788180270162	0.07554849348517952
BRD2	0.06868051263666297	0.06887133771333007	0.13751093110479282	0.02792062534372585	-0.30233247855754214
BRD3	0.15346548273004743	-0.029190988809533653	0.28695652173913044	-0.3215252798030329	-0.0755369620047666
BRD8	-0.10103067545438812	-0.22219270330244767	-0.3535551290363692	-0.2495848366645222	0.12591415580863252
BRDT	0.044032290403557904	0.09187479635842696	0.22956521739130437	0.12176105270647399	-0.251789873349222
BRSK1	0.11720359651535266	0.08849478712784938	0.24173913043478262	0.3113785254108268	-0.0755369620047666
BRSK2	0.0654009019229316	-0.1960405353734997	0.0052173913043478265	0.022830197382463873	0.0755369620047666
BTF3	-0.07609682285827311	-0.07083736944842903	0.06695652173913044	-0.10338584085468136	-0.25182831161726504
BTG1	-0.24642417955381207	-0.18254836204931385	-0.243531208192333	-0.183937999066611	-0.07554849348517952
BTG3	0.1392197417171316	0.05592378908773815	-0.02956521739130435	0.2549372041041799	-0.27696886068414417
BTRC	0.19685023945120006	-0.0977129941203337	-0.12173913043478261	0.05897800990469835	0.20143189867937758
BUB1	0.09065471553673686	0.17299501789228888	-0.028695652173913046	0.09005244523082973	-0.20143189867937758
BUB1B	0.2010899021063302	-0.006146409496609893	0.3060869565217391	0.20677168170936272	-0.3273768051024446
BUD31	0.0032376684120263162	-0.1911241583108414	0.05130434782608696	-0.18327575120922387	-0.025178987334922198
C1D	-0.020073544154563163	0.03472191300502424	0.1565217391304348	-0.13761535644429612	-0.3021478480190664
C1orf174	0.06993363769976843	0.1637768108998046	0.3443478260869565	0.004439205046590198	-0.1510739240095332
C1orf216	-0.03820448726191054	-0.023967338180459208	0.1565217391304348	0.10717509326767764	-0.3021478480190664
C21orf2	-0.3723318673830264	-0.043940119997508555	-0.18956521739130436	-0.047562911213466404	0.10071594933968879
C21orf33	-0.17807176266144742	0.009525480558900455	0.11739130434782609	-0.09766251102498434	-0.10071594933968879
C4BPA	0.042737223038747385	0.12137305873437676	0.23304347826086957	0.15346966018211827	0.251789873349222
C6	-0.045017334580235366	0.050408254376464096	0.20700152696348306	0.23471535319143957	0.0
C6orf106	-0.17418656056701584	0.07927658013536507	0.1408695652173913	0.014585959438796365	0.2266108860142998
CA1	0.21757131728816848	-0.023045517481210778	-0.21478260869565216	-0.053270460559082376	0.125894936674611
CA4	-0.055687896686852645	0.18159867775194094	0.06260869565217392	0.14776211083650231	-0.0755369620047666
CA9	-0.15605561745966845	0.0829638629323588	0.2565217391304348	0.18327575120922387	-0.0755369620047666
CAB39L	-0.11720359651535266	-0.18497868698251851	-0.14173913043478262	0.053270460559082376	0.251789873349222
CABYR	0.041124665970215676	0.1518163145662644	0.22874538483779855	0.19408630246338957	0.0
CAGE1	0.06605851856633069	0.06407631900215814	-0.1743857401520099	0.12304817868593977	-0.15109698697035903
CALM2	0.3892271535133799	0.28995686800257175	0.16786258278971525	-0.1687155439714432	-0.25182831161726504
CALM3	0.14440001117637372	0.11799304950379917	0.053913043478260876	-0.11224847046378071	0.0755369620047666
CALML4	0.21757131728816848	0.24919886236349253	-0.1565217391304348	0.403967659239708	-0.1762529113444554
CALR	-0.029139015708236852	-0.07835475943611664	0.06347826086956522	0.08307655158618799	-0.27696886068414417
CALR3	-0.18195696475587897	-0.07712566517045207	-0.18869565217391304	-0.02092768093392522	0.251789873349222
CALU	0.195908841826618	0.04702003264906569	0.023918243661746993	0.2971550088369216	0.0
CAMK1	-0.35549599164048956	-0.10816029537848258	-0.16956521739130437	0.282206606533234	-0.2266108860142998
CAMK1G	0.004209611477266171	0.11847204304715571	-0.24874973408216872	0.10465437877927866	0.07554849348517952
CAMK2A	-0.169653824790179	0.05039286489224757	-0.1982608695652174	-0.14585959438796364	0.025178987334922198
CAMK2B	-0.33412738012111587	-0.42250115382219755	-0.13043478260869565	-0.43631043886486515	0.3273268353539886
CAMK2D	-0.010360538918484213	0.16193316950130773	-0.06869565217391305	-0.07483231364252048	0.2266108860142998
CAMK2G	-0.2790615523942839	-0.1628754587142658	-0.4081811815705559	-0.4005908368732219	0.1764415180451232
CAMK4	0.09779251277956799	-0.027658842734744525	-0.04870624163846661	-0.22040846439878387	0.2140540648746753
CAMKK1	-0.16317848796612636	0.031649177340862804	-0.16521739130434784	0.13063946279965438	0.3021478480190664
CAMKK2	-0.22339912042981586	-0.12475306796495433	-0.052173913043478265	-0.0780031743900849	0.1762529113444554
CAMKV	-0.0006475336824052633	-0.023045517481210778	0.0591304347826087	-0.27332819644005363	0.050357974669844395
CAPG	-0.09583498499597898	0.03318554517294352	0.1826086956521739	0.23527786746928048	-0.3021478480190664
CARD8	0.3949955462672106	0.5398796561931645	0.39913043478260873	0.19278833345191718	-0.251789873349222
CARD9	-0.2875324802513336	-0.20550982349026814	0.11969539186359973	-0.38985800786864483	0.30251744797133245
CARHSP1	0.06963112902698276	0.08575550592093586	0.08434782608695653	0.09483769000573032	-0.3022401209935855
CASP1	-0.11331839442092108	0.09525480558900454	0.03130434782608696	0.09893085532401012	0.1510739240095332
CASP10	0.18239211610585496	0.17356192026417333	0.3894692510721189	0.015863991672571506	-0.2267493589181566
CASP3	-0.16838445909064687	-0.0989571928954193	-0.22961513915277115	-0.19535484038798684	0.30219397394071806
CASP4	0.062163233510905275	-0.049778317759415276	0.15304347826086956	0.138249528593809	0.27696886068414417
CASP6	-0.1677112237429632	0.07220928810779377	-0.09304347826086956	-0.10463840466962608	-0.125894936674611
CASP9	0.147336401704316	-0.03933702077830332	-0.3752989869106847	-0.23087390227671173	0.25182831161726504
CASS4	0.0932590850348198	-0.02719786202249878	0.09697760611944689	0.2705157124203779	-0.12591415580863252
CBFA2T3	-0.14958028063561582	0.08327113649877493	-0.08695652173913045	-0.04185536186785044	0.251789873349222
CBFB	0.09683584920496673	-0.03888197669891895	-0.13049153039585235	-0.05360391174236931	-0.3022401209935855
CBLC	-0.2357382427269056	-0.04532977003749797	0.17264623152206468	0.05771847556917793	0.05036566232345301
CBX5	-0.025253813613805267	0.12628943579703505	0.26782608695652177	-0.2568397205527186	-0.3273268353539886
CCDC110	0.24480509821640198	0.11724276114783373	0.10915416652906355	0.2689300400146313	-0.30219397394071806
CCDC183	-0.3755695357950527	-0.18436413984968622	-0.11130434782608696	-0.06658807569885297	-0.3021478480190664
CCDC33	-0.10360538918484212	0.1020148240501597	-0.18434782608695655	0.08244237943667511	0.27696886068414417
CCDC36	0.11267086073851582	0.015056404754391042	-0.19391304347826085	-0.10527257681913897	0.10071594933968879
CCM2	-0.2596610066445106	-0.10017118265166285	-0.14347826086956522	-0.22893614597415163	0.125894936674611
CCNA1	0.13662960698751056	0.22738243914794634	0.03304347826086956	0.23274117887122894	-0.1762529113444554
CCNA2	0.0459748914507737	0.1911241583108414	0.2991304347826087	0.2701573356924892	-0.27696886068414417
CCNB1	0.05699166307683432	-0.12477211278118085	0.04173913043478261	0.12907373382777704	0.12591415580863252
CCNB1IP1	0.019752792316402805	-0.07513985609605595	0.0387040670162815	-0.31872015355507594	-0.18887123371294878
CCND1	0.07187623874698422	0.1124621253083086	-0.08956521739130435	0.1395178728928348	0.0755369620047666
CCND2	0.042737223038747385	-0.09924936195241442	-0.2	0.1686897917704275	-0.2266108860142998
CCNH	0.05310586786705017	-0.12769165729207055	-0.15264188227769446	-0.0713552582585991	0.30219397394071806
CCNI	0.19428976048920793	0.07944234274368288	0.22613612189288068	0.05454713075768464	-0.25182831161726504
CCR5	-0.031091108774838814	0.21085403964789248	-0.07699000293355288	0.2600899859688925	0.05037335349893092
CCT3	-0.08158924398306318	-0.08081294796744579	-0.15391304347826087	0.0691247642969045	-0.20143189867937758
CCT5	0.08871211448952109	0.034107365872191944	-0.03739130434782609	0.18517826765776255	0.251789873349222
CD276	-0.13503138353999952	0.15458219883973884	0.0408695652173913	-0.03171344811493293	-0.12591415580863252
CD5L	-0.1042529228672474	0.06483472251380631	-0.09652173913043478	0.20103257139558467	0.050357974669844395
CD96	-0.25512827086767376	-0.21632059075696516	0.10608695652173913	-0.14142038934137344	0.1762529113444554
CDC20	-0.06508706976388466	-0.18024345848808512	-0.04173913043478261	-0.020930875755855737	-0.22664548045553856
CDC25A	0.34939775261309225	-0.002612224036059205	0.12220048125365283	-0.21818852303073857	0.07554849348517952
CDC25C	-0.00971300523607895	-0.2215442413860396	-0.38	-0.2745965407390794	0.251789873349222
CDC42	-0.08935964817192633	-0.05991834545114802	0.05565217391304348	-0.24161958896440933	0.2266108860142998
CDH19	0.03626188621469474	0.2024932802682387	0.2373913043478261	0.2029350878441233	-0.1510739240095332
CDK1	-0.1146134617857316	-0.004609103496242156	-0.4217391304347826	-0.14585959438796364	0.27696886068414417
CDK10	0.008417937871268422	-0.11369121957397317	0.05739130434782609	0.348794682232087	-0.050357974669844395
CDK11B	-0.13662960698751056	-0.11553486097247002	0.08869565217391305	0.12493191345403844	-0.27696886068414417
CDK14	-0.012950673648105265	-0.11584213453888619	0.22782608695652173	0.05009959981151795	-0.1762529113444554
CDK16	0.17585908400768205	0.08268183187359049	0.09001957159966596	-0.10308444565840251	0.327426797743051
CDK17	0.30369329704806847	0.1118475781754763	0.10173913043478261	0.06785641999787874	-0.0755369620047666
CDK18	0.1605883532365053	0.06606381677947089	-0.0773913043478261	0.19722753849850738	0.125894936674611
CDK19	0.15346548273004743	-0.15578769817298485	0.07130434782608695	-0.022830197382463873	0.125894936674611
CDK2	-0.27131661292780535	-0.19173870544367366	-0.34347826086956523	-0.24605879401099953	0.27696886068414417
CDK20	0.0006475336824052633	-0.1272112564962835	-0.05652173913043479	-0.06595390354934008	-0.3021478480190664
CDK3	0.03431928516747896	0.2614898050201383	-0.0591304347826087	0.059612182054211225	-0.3273268353539886
CDK4	-0.0019426010472157898	-0.12690398292986735	-0.33478260869565224	-0.0564413213066468	0.1762529113444554
CDK5	0.07835157557103686	0.009525480558900455	-0.044347826086956525	-0.018390992335873678	0.125894936674611
CDK5R1	0.2798199789735493	0.33426205264880915	0.24314921830427152	0.4132893313627646	-0.11334004537259457
CDK7	0.11108594072676785	-0.02197676943851941	-0.026527506606664846	-0.14558695556063617	0.02518667674946546
CDK8	0.14440001117637372	-0.053465600556409004	0.3	0.08180820728716222	-0.10071594933968879
CDK9	0.03821031956287756	-0.05239814095859935	-0.014785823354534506	0.012368244764823844	-0.22664548045553856
CDKN1A	-0.18843230157993163	-0.055309241954905865	-0.32782608695652177	-0.07039310859593027	0.2266108860142998
CDKN2A	-0.12626906806902635	0.1385803784536808	-0.18956521739130436	0.010780926541719053	-0.025178987334922198
CDKN2B	-0.16128512676947634	-0.03903566040128621	-0.37407572046811005	-0.051383631374342174	0.27705344424412004
CDKN2C	0.0006475336824052633	0.09187479635842696	-0.18173913043478263	0.028537746728079846	-0.0755369620047666
CDKN2D	-0.17548162793182634	-0.0731311088070422	-0.20173913043478262	-0.23527786746928048	0.27696886068414417
CDO1	-0.18066189739106847	-0.3266318011003608	0.08	-0.048197083362979294	-0.3021478480190664
CEACAM1	-0.04986009354520527	-0.05776743048623501	0.2339130434782609	0.14522542223845075	-0.27696886068414417
CEACAM7	-0.11267086073851582	0.19020233761159297	0.14695652173913046	0.03170860747564427	-0.125894936674611
CEACAM8	-0.17030135847258424	0.03994556363409868	0.0017391304347826088	0.10717509326767764	0.27696886068414417
CEBPG	0.14247915769208583	0.006300069734025142	-0.0052173913043478265	0.1683984094902939	-0.30219397394071806
CEP55	-0.01424791576920858	0.1519699748036796	0.003044140102404163	-0.06215835830526855	0.15109698697035903
CERS2	-0.029139015708236852	0.16285499020055616	-0.09043478260869565	-0.15029879943455385	0.3021478480190664
CFL1	-0.010038304291942409	-0.058237229980378745	-0.2117851756958325	0.044398827360906105	0.30219397394071806
CHEK1	-0.07640897452382107	-0.1883586962130961	-0.17565217391304347	-0.08878410093180396	-0.10071594933968879
CHEK2	-0.0654009019229316	-0.1702295557945436	0.18521739130434783	0.03170860747564427	0.050357974669844395
CHI3L1	-0.21469018534057477	-0.15688710240096754	-0.014782608695652176	0.0843577719857216	0.025182831161726506
CHIC2	-0.14858030851446413	-0.09775350550395615	-0.08413280739055506	-0.24686618082958534	0.012614547410982755
CHMP3	-0.08419222954532343	-0.10018647479474127	0.0769732568750767	-0.13700209585651027	-0.2770111427789916
CHN1	0.049559023762102666	-0.033047043285553544	0.01827279049102097	-0.3717951544824155	0.22671471689535597
CHST4	0.18648970053271582	0.09586935272183683	-0.026086956521739132	0.3500630265311127	0.125894936674611
CIDEB	-0.0012950673648105266	-0.12260215300004135	0.01391304347826087	0.28093826223420826	-0.1510739240095332
CIDEC	0.15087534800042635	0.16900046152887904	-0.008695652173913044	0.12493191345403844	0.27696886068414417
CISH	0.15411301641245267	-0.05438742125565743	-0.2791304347826087	-0.21625270298389393	0.0755369620047666
CITED1	0.0025901347296210533	0.06114743971681259	-0.18000000000000002	-0.24352210541294797	-0.3021478480190664
CKB	0.0003238162674820132	0.23049035612287103	-0.004347826086956522	0.1534930888762754	0.17627981813208554
CKM	0.5445758269028265	0.31741359410787645	0.38434782608695656	0.4299687173697363	-0.1762529113444554
CKMT2	0.0012952650699280528	0.16841162020711112	0.30310937876795735	0.17791244392477376	0.07554849348517952
CKS1B	0.053745295639636856	-0.017514593285720192	0.18608695652173912	-0.18200740691019812	-0.3273268353539886
CLK1	0.05439282932204212	-0.1948114411078351	-0.22695652173913045	0.20483760429266198	0.2266108860142998
CLK2	-0.06411562096143861	0.012907459942880778	-0.3413785686267526	0.006342689622986586	0.10073132464690603
CLK3	0.15087534800042635	-0.007374565593987448	0.060000000000000005	-0.1522013158830925	-0.251789873349222
CLUAP1	0.003561978942302145	-0.030885707720464717	0.14437921628545458	-0.04820444113469806	-0.25182831161726504
CMC4	0.21145202266575464	0.04824931454838767	0.04566210153606244	-0.2901780502516363	-0.07554849348517952
CMPK1	0.3581407918351066	0.17732391397719544	0.4487932265258709	0.058987013493775255	-0.30219397394071806
CNN1	0.014245741012915793	-0.019358234684217053	0.16521739130434784	-0.41284606933288837	0.251789873349222
CNOT2	0.05052305175911307	-0.12678905445299657	-0.11439757498036389	-0.19950805021272366	0.17630673724625823
CNOT8	0.12432646702181055	0.0949475320225884	0.21130434782608698	0.0012683442990257707	-0.3273268353539886
CNOT9	-0.19814530681601059	-0.0703656467092969	-0.10869565217391304	-0.2428879332634351	0.3273268353539886
CNRIP1	0.15087534800042635	0.07896930656894893	0.32782608695652177	0.22069190803048414	-0.3273268353539886
COL4A3BP	-0.23634979407792112	-0.31618449984221186	-0.27565217391304353	-0.22766780167512585	0.3273268353539886
COMMD3	-0.07122870506457897	0.1834423191504378	0.10521739130434783	-0.15346966018211827	0.2266108860142998
COPG2	0.10295785550243687	-0.019358234684217053	-0.046086956521739136	0.1617138981257858	0.125894936674611
