	cohenD	fc_case_control	pval	padj
AHSG	-0.0638623489880991	-0.011547307016523465	0.775940724043183	0.926012279724266
AICDA	-0.0928406797998206	-0.014967671245443001	0.679138214917136	0.873312336339269
AIF1	-0.404654308823652	-0.053571966223856626	0.0741992984778413	0.735243505573107
AIFM2	-0.244053036922057	-0.0371415290232431	0.27843998900025	0.767829851091343
AIFM3	-0.107562138292121	-0.013898491872899528	0.631840041751163	0.8639797794440763
AIM2	-0.0241547387727841	-0.003975901569404695	0.914254621048401	0.97755613312962
AK1	-0.301508623473697	-0.16962271319447594	0.181436197707471	0.7578586652882702
AK2	0.226152357416797	0.3035658023347175	0.314959782914769	0.7691906868643827
AK3	-0.279854610635318	-0.20525263120500842	0.214475119805256	0.7578586652882702
AK4	-0.489144430574468	-0.10278670662163604	0.0316995369822369	0.735243505573107
AK7	0.104501716975137	0.05865246133052948	0.64155542979466	0.8681916945313358
AK9	0.0007248292515882	0.00013843791795362703	0.997421910029916	0.9995463556359596
AKAP3	-0.263089160242083	-0.11016409253264407	0.242945193316631	0.7578903341298312
AKAP4	-0.130671744113461	-0.02511881283890082	0.560649915028148	0.8343644949935086
AKT1	0.247736014538417	0.09966664530794665	0.271305792466145	0.767829851091343
AKT3	0.0205657460218221	0.0022950251791696097	0.926955446643347	0.9834161520572744
ALDOA	-0.205159981750177	-0.2608996872976991	0.361707263400164	0.7773083414282141
ALOX15	0.0642511862993863	0.00949238795919363	0.774613965909269	0.9258563363874708
ALOX15B	-0.184516944244489	-0.048072974930481134	0.411783258350288	0.7946529151617421
ALPK1	0.0743960853567997	0.009862460708199305	0.74024620865966	0.9053197625148356
ALX1	0.143464758654014	0.05546128188593998	0.5230178651786	0.818733793508359
AMD1	0.400197180104507	0.17520861114256756	0.0773775267980502	0.735243505573107
AMOTL2	-0.240238640704491	-0.16014388863395917	0.285964841388839	0.767829851091343
AMT	0.210626217185353	0.02838578392821401	0.349127009421169	0.7760416517160155
ANKRD13A	0.0262983545489237	0.0040560601296932945	0.906679153381083	0.974651295511515
ANKRD45	-0.164673020758878	-0.28852976515330153	0.463672064993747	0.8003061242771424
ANXA1	0.0317226836352923	0.005133115893499288	0.887549943324857	0.9709988928031706
ANXA11	0.205801336918895	0.05339044329800815	0.360216393239673	0.7773083414282141
ANXA2	-0.263385178446686	-0.04487515338641468	0.24242007121409	0.7578903341298312
AP2M1	0.428552511107449	0.06677527537653924	0.0589587616262213	0.735243505573107
APCS	-0.0931756132323369	-0.02165993639624507	0.678046740977488	0.873312336339269
APEX1	0.0753345863902722	0.019274333745289772	0.73709220778479	0.9040570243096804
API5	-0.117449410243447	-0.05597299740710198	0.60089952172554	0.8546362455637097
APOBEC3G	-0.208128021764698	-0.09208514816728805	0.354840937208841	0.776110311679467
APP	0.0089349533068257	0.0025133006998990307	0.968228451941069	0.9935295141014155
APPL1	0.145378402523201	0.14127876491648508	0.517504417663599	0.818733793508359
AR	-0.0262146325117105	-0.006429363073766236	0.906974866610829	0.974651295511515
ARAF	0.416627419829103	0.0923496453573757	0.0661962723500523	0.735243505573107
AREG	-0.255548663860985	-0.17279264257459145	0.256597332932652	0.7613019794607168
ARHGDIA	0.210524977353534	0.08270352390796623	0.349357403271656	0.7760416517160155
ARHGDIB	-0.368380511216096	-0.04995310108774288	0.103489088968249	0.735243505573107
ARHGDIG	-0.117958642361397	-0.031521860461066926	0.599325005085873	0.8539055382196953
ARIH2	0.350377371074873	1.2420236407847902	0.121178053711848	0.735243505573107
ARL1	-0.349187969520366	-0.07511691247350974	0.122426870870033	0.735243505573107
ARMC3	-0.0863333511575354	-0.014311101630081223	0.700477831430236	0.8852192375217268
ARNT	0.343374513316204	0.1078774256656138	0.12867886435755	0.735243505573107
ARRB1	0.300049653105379	0.059775124262135444	0.183533786934197	0.7578586652882702
ARX	0.0462165733956106	0.01959062311283628	0.836793059489443	0.946758134770206
ASB1	-0.157594570169403	-0.027185504530729383	0.48304364486735	0.805778184785635
ASCL1	-0.0307824030927329	-0.015856450841344908	0.89086144186222	0.971081192551235
ASNA1	0.442070782966793	0.8481359582820044	0.0515753932605895	0.735243505573107
ASPSCR1	0.181428376146762	0.029468078480782752	0.419620914676954	0.7958349800570135
ATF1	0.0407672594386805	0.008882213075473506	0.855807183432827	0.959346887341889
ATF2	0.200856608468224	0.05817596904728119	0.371812454626648	0.7802012641926809
ATF3	0.28914295111312	0.06165195268716579	0.199797936563748	0.7578586652882702
ATF4	0.015637711196189	0.002779410732850603	0.944425201382851	0.9886375645165084
ATF5	0.286019185519122	0.05508431874151197	0.204648236549051	0.7578586652882702
ATG12	-0.196943912425235	-0.04757498584957297	0.381153587517243	0.7853025067988779
ATG7	-0.161758355388011	-0.03327736374449848	0.471594748274879	0.8019180030496013
ATIC	0.188564852460436	0.036734556481192025	0.401646250896623	0.7946529151617421
ATP5B	0.171154081330092	0.09001093004363153	0.446328836840956	0.8003061242771424
ATXN3	-0.195978586900831	-0.12425458473612479	0.383480594406503	0.787504792084783
AURKA	0.259705380917361	0.16628503961454968	0.249005823559194	0.7578903341298312
AURKB	0.366757702571215	0.07157304609906819	0.104992608648647	0.735243505573107
AXIN1	-0.0530372949820658	-0.009918287593232883	0.813131267872098	0.941828303074876
AXL_int	-0.0784912683498873	-0.01484028090186289	0.726516973923152	0.9025151602934928
BACH1	-0.0519884185668362	-0.08446841740313975	0.816759221350351	0.9436351638852164
BAD	-0.0100688082180646	-0.0033151442203341744	0.964199213072842	0.9935295141014155
BAG3	-0.049631081284341	-0.006201943711035073	0.824927509718563	0.9446182721528352
BAG4	0.242994926518129	0.04379418965334314	0.28051347906383	0.767829851091343
BAGE2	-0.121909346636354	-0.05185223694232416	0.587174914374201	0.8486100647598417
BANK1	0.18684264653593	0.31208525309368434	0.40594031352025	0.7946529151617421
BASP1	0.167130348696828	0.03552132732574208	0.457051644864451	0.8003061242771424
BATF	-0.216968096465347	-0.20098764743405131	0.334890889716784	0.7760416517160155
BCKDK	0.15997898370542	0.02808642590554495	0.476468624342342	0.802940866426726
BCL10	-0.307799167273354	-0.4073148590082021	0.172599455707001	0.7578586652882702
BCL2A1	0.196893313672183	0.03317644323609721	0.381275340650664	0.7853025067988779
BCL2L14	-0.258700473221482	-0.11542917931731263	0.250826276707942	0.7578903341298312
BDNF	0.249142732938692	0.04306127472846531	0.26861485229346	0.7654334729070276
BID	-0.167840144102947	-0.03034486059825988	0.455149468793377	0.8003061242771424
BIRC2	0.612317608303723	0.10084828258755002	0.0076468608044151	0.735243505573107
BIRC3	0.343177296465299	0.04540246166568893	0.128895314062015	0.735243505573107
BIRC5	-0.230122602968078	-0.06145854505749646	0.306594875651787	0.7691906868643827
BIRC7	-0.169580680381124	-0.06774713422260799	0.450504300092023	0.8003061242771424
BLK	0.30825579307064	0.13835798073016736	0.171971001023288	0.7578586652882702
BLZF1	0.0114130496060368	0.0016518544215600136	0.959423565398042	0.9927197559709816
BMP7	0.489127355559521	0.0684806937245114	0.0317053186678823	0.735243505573107
BMPR1A	0.445999173157935	0.10584096032385018	0.0495836183495063	0.735243505573107
BMPR1B	-0.24783478702835	-0.03062662709782969	0.271116236289979	0.767829851091343
BMPR2	-0.128862636298209	-0.02791257873234921	0.566077611168452	0.8353665939332794
BMX	-0.130339799846665	-0.06818833289152569	0.561643889194744	0.8349461325979112
BOLA3	-0.0260787509120182	-0.006313487038658088	0.907454839734013	0.974651295511515
BOP1	0.168506371351416	0.0367222071482187	0.453368191997549	0.8003061242771424
BPI	-0.162613371907026	-0.0975796559171274	0.469262775691156	0.8016068582060679
BPIFA1	-0.531354363592239	-0.09103903572199798	0.0199406713137684	0.735243505573107
BRAF	-0.0784837785399255	-0.02417633121362614	0.726542003787828	0.9025151602934928
BRD2	-0.356592161884231	-0.05468709612835602	0.114817180423887	0.735243505573107
BRD3	0.137156386108988	0.03151715047339067	0.541408373491168	0.8310959318459271
BRD8	0.466086874804074	0.12777192180445832	0.0403964491447034	0.735243505573107
BRDT	-0.243793179897878	-0.04860920371851979	0.278948221491869	0.767829851091343
BRSK1	0.225125886852156	0.042613279404514995	0.317147099450164	0.7691906868643827
BRSK2	0.366260986332239	0.09486870768884513	0.105456329219179	0.735243505573107
BTF3	0.291835021972675	0.09705838235334524	0.195687033945337	0.7578586652882702
BTG1	0.0181799337447069	0.004707101144090242	0.935409141597902	0.9853150607187218
BTG3	0.0928074640159927	0.01762325806035429	0.67924649523964	0.873312336339269
BTRC	0.469691878340864	0.08232643828304428	0.0389136198488364	0.735243505573107
BUB1	-0.354191785569988	-0.06654135220108284	0.117241504599479	0.735243505573107
BUB1B	-0.13680384870505	-0.032564381220601436	0.542445740434326	0.8310959318459271
BUD31	-0.225391158187641	-0.45898331221444166	0.316580859395272	0.7691906868643827
C1D	-0.308034412362705	-0.06592666719264757	0.172275469282119	0.7578586652882702
C1orf174	-0.316197536199798	-0.08919785068624875	0.161318034945476	0.7578586652882702
C1orf216	-0.274286228464909	-0.07756889842069828	0.223645878257491	0.7578586652882702
C21orf2	-0.289428768460969	-0.12729111366208531	0.199358454700853	0.7578586652882702
C21orf33	-0.452411235828302	-0.15673768857642664	0.0464738713766152	0.735243505573107
C4BPA	0.0784110463989005	0.011189703108660158	0.726785079584865	0.9025151602934928
C6	-0.0737349425970371	-0.011114858724368314	0.742470776505912	0.9053197625148356
C6orf106	-0.389868399195497	-0.23983874193381688	0.0851786934642057	0.735243505573107
CA1	0.265581480387073	0.046595494559334566	0.238549342407937	0.7578586652882702
CA4	-0.585225973712075	-0.13015779343485484	0.0106434905526126	0.735243505573107
CA9	-0.319935887973763	-0.07668822817003483	0.156482671289215	0.7578586652882702
CAB39L	0.272446742849417	0.1028965659831157	0.226737340482522	0.7578586652882702
CABYR	-0.608984478908424	-0.10732589339031937	0.0079685698930341	0.735243505573107
CAGE1	-0.269562951948011	-0.07702628014594183	0.231646211851533	0.7578586652882702
CALM2	0.239303399568663	0.10510425415034085	0.287831027760814	0.767829851091343
CALM3	-0.271965299162321	-0.14698099259547578	0.227551566838848	0.7578586652882702
CALML4	0.0886129603604458	0.011792600747975565	0.692973731633077	0.8808746968468948
CALR	-0.165539534779334	-0.025724612693141035	0.461331348173468	0.8003061242771424
CALR3	-0.0807134180323349	-0.03010841739188568	0.719104119660036	0.8995061536444188
CALU	0.192196117030156	0.02795187476587503	0.392683751417963	0.7946529151617421
CAMK1	-0.355617961563366	-0.06911211601433574	0.115796209196982	0.735243505573107
CAMK1G	-0.0298883176899975	-0.007295666823063425	0.894012051223882	0.973197702819777
CAMK2A	-0.094070014644909	-0.03089147778417653	0.675135463014425	0.873312336339269
CAMK2B	-0.0081526807169179	-0.01329060119879443	0.971008804917381	0.9947418512075196
CAMK2D	-0.148353013722691	-0.03347827975147051	0.508995453834314	0.8139839204192252
CAMK2G	0.306878661323249	0.3089634516613735	0.173871669058473	0.7578586652882702
CAMK4	-0.210536009904338	-0.1378962420786522	0.349332291462031	0.7760416517160155
CAMKK1	-0.17759044732534	-0.07277973528581959	0.429483731855832	0.8003061242771424
CAMKK2	-0.190007351538663	-0.04526582875902596	0.398071064315947	0.7946529151617421
CAMKV	0.209800223934836	0.02251119512412307	0.351009614112704	0.776085333345037
CAPG	-0.224639560076785	-0.037968383326097636	0.318186954938931	0.7691906868643827
CARD8	-0.221510630709558	-0.033759758883928986	0.324931569699254	0.7760416517160155
CARD9	0.350434603867542	0.30022066429186905	0.121118218984158	0.735243505573107
CARHSP1	-0.253678361038391	-0.05388823972469578	0.260066022021107	0.7625214290029051
CASP1	-0.0799681699253465	-0.008573922529743124	0.721587228501507	0.9005856107654469
CASP10	-0.101228371029631	-0.018560552555135754	0.652016405857136	0.8703391566142676
CASP3	-0.107293342483858	-0.03561530567685838	0.632690782586687	0.8639797794440763
CASP4	0.211504423491253	0.034853926647471674	0.347132583224492	0.7760416517160155
CASP6	0.0936303966215986	0.07481205825696784	0.676565804636076	0.873312336339269
CASP9	0.0280993279330886	0.004433139744797139	0.900321226042296	0.9737132678446404
CASS4	0.183170531233896	0.05480344678004213	0.415189023973279	0.7946529151617421
CBFA2T3	0.128232239013101	0.11567132962621038	0.567974955302726	0.8365094230913168
CBFB	-0.22645266261071	-0.9849692355059191	0.314321774737032	0.7691906868643827
CBLC	-0.44339468477995	-0.08745801937277471	0.0508966534960326	0.735243505573107
CBX5	0.01247395357068	0.015408082877285097	0.955655561451292	0.9912038576938108
CCDC110	-0.113294884871478	-0.03275290547169646	0.613815602754727	0.8547232913831124
CCDC183	-0.217156926919985	-0.17171679190998979	0.334472933382213	0.7760416517160155
CCDC33	0.14209746683106	0.05648425807698206	0.526975950984904	0.8197403681987395
CCDC36	-0.0172259188065495	-0.0050063177559037195	0.938791655003428	0.9859455737478924
CCM2	-0.144455046904038	-0.06616482387598022	0.520160887599595	0.818733793508359
CCNA1	-0.309591144511377	-0.05003359969095956	0.170143169899361	0.7578586652882702
CCNA2	-0.419382027996827	-0.09685803693776344	0.0644613257927802	0.735243505573107
CCNB1	0.0484126456921572	0.012483742753341562	0.829157096318969	0.945223278013112
CCNB1IP1	-0.167943934365779	-0.040425347462532374	0.454871703223086	0.8003061242771424
CCND1	0.166122829843538	0.026956996519255937	0.459759488454821	0.8003061242771424
CCND2	0.279634079105061	0.04032749488037889	0.214832984815258	0.7578586652882702
CCNH	0.285871836539705	0.06258841675136523	0.204879164112317	0.7578586652882702
CCNI	0.367751667020292	0.0651105613663969	0.104069625151941	0.735243505573107
CCR5	-0.026517187325306	-0.0038745641670003494	0.905906280114418	0.974651295511515
CCT3	0.160009879001747	0.03181383972347431	0.476383759759475	0.802940866426726
CCT5	0.114560306555747	0.01750177208053902	0.609868296314658	0.8547232913831124
CD276	-0.235813146353723	-0.09323756178489456	0.294869330832224	0.7691906868643827
CD5L	-0.207540373903309	-0.04986835072990007	0.356193713447234	0.776110311679467
CD96	0.0763279114396946	0.034695534649150324	0.733758871908335	0.9040570243096804
CDC20	0.455254431926137	0.09959914941197842	0.0451494334419985	0.735243505573107
CDC25A	0.181423591500228	0.04226557069561522	0.419633125308911	0.7958349800570135
CDC25C	0.108983306731809	0.02211133021035047	0.627350309102932	0.8609567784897126
CDC42	-0.177528029399976	-0.06370304557582152	0.429645261906096	0.8003061242771424
CDH19	-0.398896633217799	-0.06809523869988049	0.0783259340189981	0.735243505573107
CDK1	0.364084057554185	0.0782168881191203	0.107508221524339	0.735243505573107
CDK10	0.105120943987622	0.019919321499443896	0.639584550014294	0.8675072666579725
CDK11B	0.040905167470191	0.022694846894713173	0.855324881369532	0.959346887341889
CDK14	-0.203782653181049	-0.30507231554741876	0.364922251524998	0.7773083414282141
CDK16	0.376180646911535	0.30051846082752437	0.0965040661592124	0.735243505573107
CDK17	0.0053771786022755	0.0009859153373975409	0.980876155775543	0.9950590146000248
CDK18	0.425971739756701	0.0618062803672533	0.0604655897785455	0.735243505573107
CDK19	0.327798174033619	0.24166082809425746	0.146679627825613	0.7578586652882702
CDK2	0.0158813408816889	0.006791019240204649	0.943560828981468	0.988375364125025
CDK20	0.104026250066964	0.016609751713797503	0.643070499235885	0.8686402241793213
CDK3	-0.40414217465421	-0.08321629417975415	0.0745588643594746	0.735243505573107
CDK4	0.271424610079676	0.05867703552776401	0.228468520100223	0.7578586652882702
CDK5	0.152526257098711	0.03410246061723517	0.497184875127228	0.8117334376033305
CDK5R1	-0.101082548043405	-0.014081756688354543	0.652484075797156	0.8703391566142676
CDK7	0.340767360704397	0.10427339532260992	0.131563619805372	0.735243505573107
CDK8	-0.0099548539506696	-0.0014589953093451043	0.964604117773353	0.9935295141014155
CDK9	0.293418550401379	0.07847133362289647	0.193298622835953	0.7578586652882702
CDKN1A	-0.0619688727794941	-0.01592474300690887	0.782410946428307	0.9289687490778572
CDKN2A	-0.134363015471286	-0.038727061442161856	0.54965566209865	0.8339399793487994
CDKN2B	-0.173085278961879	-0.032992114666169185	0.441234686903243	0.8003061242771424
CDKN2C	-0.183051296843425	-0.03724091239331904	0.415491444257425	0.7946529151617421
CDKN2D	0.0404669450403701	0.03405619236586539	0.856857654656917	0.959346887341889
CDO1	-0.268693033556627	-0.04906069203373813	0.233142007570903	0.7578586652882702
CEACAM1	-0.164060090700138	-0.028388475156102964	0.465331838691366	0.8003061242771424
CEACAM7	-0.376221390644019	-0.11097973005931669	0.0964686151662978	0.735243505573107
CEACAM8	-0.177717165187789	-0.07862051921798378	0.429155911993545	0.8003061242771424
CEBPG	-0.0480174199524682	-0.00914612314858383	0.830530144911069	0.945223278013112
CEP55	-0.425260039965849	-0.09875341337557353	0.0608868069578825	0.735243505573107
CERS2	0.124632127014616	0.04901422795662219	0.578869454017437	0.8441846204420955
CFL1	0.206893947360977	0.032845078992509956	0.35768562190445	0.776110311679467
CHEK1	0.433712422165893	0.3825064100802859	0.0560411937305196	0.735243505573107
CHEK2	0.172918406787242	0.0561492324678973	0.441673521061489	0.8003061242771424
CHI3L1	-0.105531123590535	-0.01775606955338851	0.638280452831402	0.8675072666579725
CHIC2	-0.168895173542762	-0.05571918483086571	0.452330516047548	0.8003061242771424
CHMP3	-0.0757121469955594	-0.014066010264733947	0.735824616316483	0.9040570243096804
CHN1	-0.183166036377076	-0.08446536735822381	0.415200422103207	0.7946529151617421
CHST4	0.189881191637712	0.019422558147663402	0.398382965372078	0.7946529151617421
CIDEB	0.244330041871556	0.08499580680886025	0.27789892600153	0.767829851091343
CIDEC	0.0854366699310699	0.013712903330245446	0.703437794675737	0.886177503464739
CISH	0.313014770786598	0.07235504221556655	0.165524733946688	0.7578586652882702
CITED1	-0.111541173705301	-0.05734584183456606	0.619304956955864	0.8565987806691934
CKB	-0.0897364549026481	-0.03154793641964094	0.689286580820598	0.878080753933323
CKM	-0.395935427227793	-0.06104031260160102	0.080521368295516	0.735243505573107
CKMT2	-0.0987919874619363	-0.025234285911535887	0.659848325033733	0.8729257153466362
CKS1B	0.174468858320239	0.0831813933347672	0.437606021953137	0.8003061242771424
CLK1	0.377312610586251	0.14380838609187513	0.0955230926931293	0.735243505573107
CLK2	0.223681757438015	0.03717285382727133	0.320241562334182	0.77183969364975
CLK3	-0.0803532652636923	-0.09040492156992977	0.720303745305796	0.8996811714059981
CLUAP1	-0.0497134921771086	-0.006184602754715022	0.824641620160412	0.9446182721528352
CMC4	-0.133896882906865	-0.02174596912383008	0.551038016951168	0.8339399793487994
CMPK1	-0.306072242193988	-0.04840161025062357	0.17499206214818	0.7578586652882702
CNN1	-0.156134567385992	-0.06487825279957506	0.487094267129909	0.8076434295356884
CNOT2	-0.182700728487634	-0.10237353636114511	0.416381376649485	0.7946529151617421
CNOT8	0.337675234198737	0.056291251982808405	0.135050956780708	0.735243505573107
CNOT9	-0.235789044340557	-0.1423906375513757	0.294918339232617	0.7691906868643827
CNRIP1	-0.350338824683749	-0.09146747910713908	0.121218365792457	0.735243505573107
COL4A3BP	-0.203954029181835	-0.23561710449063292	0.364521233874442	0.7773083414282141
COMMD3	-0.326385143600551	-0.1343751814215019	0.148405269880269	0.7578586652882702
COPG2	0.155781778812575	0.031739852927134604	0.488075839550303	0.8084383762098639
COPS6	0.139807328279828	0.13282296761718768	0.533640267252223	0.8265713951950907
COQ8A	0.263424974224882	0.04833947255666253	0.24234953750788	0.7578903341298312
COQ8B	0.232302332904746	0.057155340978819205	0.302066774525669	0.7691906868643827
COTL1	-0.249450017907524	-0.03658926762579323	0.268029535390956	0.76511977301319
COX6B2	-0.0068567859242124	-0.0011832730748490966	0.97561544757299	0.9949141345611904
COX6C	0.15660595275744	0.03883043823331281	0.485784417905427	0.8075893134668213
CPA4	-0.134974902414404	-0.02318936980964766	0.547843709258347	0.8336752097409629
CPM	-0.0940701938587996	-0.01728071864566976	0.675134880167303	0.873312336339269
CPXCR1	0.212359658813112	0.12324823579430975	0.34519744179104	0.7760416517160155
CRADD	-0.283756930785762	-0.1509303295719807	0.208214982293778	0.7578586652882702
CREB1	0.0730276543916701	0.011317168809583712	0.744853040812112	0.9063198318121538
CREB5	0.0898491629002164	0.015170762356147493	0.688917102065831	0.878080753933323
CRISP2	-0.184882486199176	-0.14351740082446884	0.410861539988022	0.7946529151617421
CROT	0.219275062104034	0.046282202390176296	0.329808160291895	0.7760416517160155
CRX	0.0358479866958612	0.013260058038011184	0.873045775066647	0.9680410352459988
CRYAB	-0.253600520579996	-0.406239015138601	0.260211099699222	0.7625214290029051
CSAG1	0.148003313028323	0.03499073269527421	0.509991893236228	0.8139839204192252
CSAG2	0.0439595125742099	0.007201982746520442	0.844657445670241	0.9527991776737884
CSK	-0.137420189695235	-0.07827988233483402	0.540632773284437	0.8310959318459271
CSNK1D	0.468304826228259	0.0796862356105275	0.0394784773388115	0.735243505573107
CSNK1G1	0.348090134272207	0.05708953755019011	0.123588624900561	0.735243505573107
CSNK1G2	0.400102534113435	0.11347572577660321	0.0774462229438286	0.735243505573107
CSNK2A1	0.24363448719168	0.24800569797575195	0.2792589113446	0.767829851091343
CSNK2A2	0.408162574308967	0.19300028509330874	0.0717748244023449	0.735243505573107
CSRNP1	-0.0911480105105417	-0.015052757320060306	0.684664704248391	0.8769625881586359
CST4	-0.263982681786736	-0.04857752437844884	0.241362608913874	0.7578903341298312
CSTB	-0.219079171600319	-0.06293809988642375	0.330237759568554	0.7760416517160155
CT45A1	-0.0119298173745077	-0.004479853101238725	0.957588044775834	0.991580185468399
CT47A1	0.0042154221753112	0.0027981237091049666	0.985007358712697	0.9950590146000248
CT55	-0.309509398414208	-0.08154842512582107	0.170254635935422	0.7578586652882702
CT62	-0.26611205542759	-0.07917614003950506	0.237620969153688	0.7578586652882702
CT83	-0.22711579893597	-0.051473758816060394	0.312915990570459	0.7691906868643827
CTAG1A	-0.343042023690526	-0.0923229524232348	0.129043945462632	0.735243505573107
CTAG2	0.0069515868507198	0.0019770896928473854	0.975278419532723	0.9949141345611904
CTAGE1	-0.0990597492195888	-0.01804394711429101	0.658985705666157	0.8726802781072752
CTAGE5	-0.183251096361024	-0.03291636811920636	0.414984757598161	0.7946529151617421
CTBP2	-0.167543859533279	-0.09089200539595667	0.455942926868038	0.8003061242771424
CTCFL	-0.0949934702935919	-0.018801076085522905	0.672134803774911	0.873312336339269
CTNNA2	0.0926744541788668	0.03458857798699145	0.679680162345544	0.873312336339269
CTNNB1	0.0052829168526102	0.004310654812984474	0.98121133235117	0.9950590146000248
CTNNBL1	-0.190747262977672	-0.030225454411624855	0.396244826077319	0.7946529151617421
CTSD	-0.316451726234129	-0.06993031764014374	0.16098565009779	0.7578586652882702
CTSE	-0.210056952488007	-0.046053624579486724	0.350423776892884	0.7760416517160155
CTTN	0.0418012514097069	0.007422847722544693	0.852192380838605	0.9574527098047132
CUL4A	-0.0767268816751547	-0.012860450061466744	0.732421467931963	0.9040570243096804
CUL5	0.0736191000491839	0.010086500583247305	0.742860782033371	0.9053197625148356
CWC27	-0.419964491432397	-0.1443872016861234	0.0640994118188837	0.735243505573107
CXCR2	-0.1931909072977	-0.032405984229373894	0.390250187341024	0.7933116182058695
CXCR4	0.0219092133358442	0.00328732181107802	0.922198746460907	0.9826207688961353
CXCR6	0.134410797362006	0.022865581586692427	0.549514059448941	0.8339399793487994
CXXC1	0.39196998764738	0.08699611231032811	0.0835408919916726	0.735243505573107
CYCS	-0.284053238710727	-0.06511133751854385	0.20774521575646	0.7578586652882702
CYLD	0.189170110680177	0.03897175976377745	0.400143752504066	0.7946529151617421
CYP1B1	-0.0282495326061225	-0.005343988500302162	0.899791251146104	0.9737132678446404
DAPK1	-0.151201208965929	-0.03787213733219131	0.500918662178157	0.8121641954751588
DAPK2	0.116692564795689	0.01316919948538761	0.603243156952521	0.8547232913831124
DBNL	0.120449170838012	0.12456576535639291	0.591652024979077	0.8504780364765961
DCAF12	-0.0934408403223923	-0.025167429484986775	0.677182912766545	0.873312336339269
DCBLD2	-0.0604390048930768	-0.013765217665125281	0.787649932843617	0.9317534106379304
DCDC2	-0.312078274152284	-0.09786425918671732	0.166778399470833	0.7578586652882702
DCLK1	-0.356051116814606	-0.059536630292403726	0.115360084330945	0.735243505573107
DCLK2	0.293782400670148	0.1099424580707703	0.192752929489947	0.7578586652882702
DCT	-0.372403689021683	-0.09762060231915458	0.0998368001907114	0.735243505573107
DDB1	0.183706723978497	0.027956403482733296	0.413830690451126	0.7946529151617421
DDB2	0.240573722168119	0.0660270854571029	0.285298249888761	0.767829851091343
DDIT3	0.235153435157581	0.25145426172924523	0.296212778165772	0.7691906868643827
DDR1	-0.0373755218522622	-0.0050454604773802775	0.867685852462669	0.9677441633961076
DDR1_ext	-0.113046976303306	-0.027621198403728998	0.614590262301229	0.8547232913831124
DDR1_int	0.101356038195916	0.06565679280083517	0.651607078060715	0.8703391566142676
DDX43	-0.0592364495069154	-0.016387366996899928	0.791774946999827	0.933694000615829
DDX5	0.0129837126591518	0.0024472009694189597	0.953845408193184	0.9908878099642566
DDX53	0.0534805312031671	0.008057129502239496	0.811599383128421	0.941828303074876
DDX55	-0.0649667947218773	-0.014957504760447755	0.772173982070712	0.9236256397725456
DEDD	-0.168458311953154	-0.01959189037268664	0.453496552975829	0.8003061242771424
DEK	0.163201258183392	0.04700489180756657	0.467663152781609	0.8009975276365857
DFFA	-0.114310600603343	-0.09773631831518466	0.610646308577325	0.8547232913831124
DGKA	0.184552814739817	0.037252751600654256	0.411692755180122	0.7946529151617421
DGUOK	-0.29826625803738	-0.0685613338833659	0.186122616630844	0.7578586652882702
