	coef	cohenD	pval
CEACAM20_10453-7	29.7325	0.354964323809594	0.116456827930899
DNAJC16_10454-99	-50.5850000000001	-0.0451977070861836	0.840341136798084
IL31_10455-196	104.9825	0.245015592554613	0.276563005499075
IL18RAP_10457-3	2.52999999999998	0.036127144141573	0.872065796487256
CHIT1_10460-1	-310.8275	-0.282668090196379	0.209947972523602
INSL5_10462-14	-60.5925	-0.243327065182456	0.279861466793767
ALPI_10463-23	25.3725	0.228149328510048	0.310733435303553
ANTXR1_10464-6	22.35	0.0564066847414234	0.801504905034885
TXNDC11_10470-34	30.0525	0.33247135505642	0.14108385496735
TNFRSF14_10472-53	54.0149999999999	0.408102353596892	0.0718158765734675
TFF2_10473-2	-67.54	-0.176203014988988	0.433082718519262
MMP10_10479-18	-49.18	-0.0441915333708461	0.843848261913375
CD59_10480-33	24.2	0.325731979964254	0.149208258866677
MAGEA4_10485-56	9.3225	0.457893973698218	0.0439490273720779
RPN1_10490-3	-360.4125	-0.177914709285312	0.428645160068082
CLCA1_10496-11	410.2125	0.204526511364221	0.363183669046123
TMEM106A_10499-1	9.36500000000001	0.068771248451063	0.759241151229881
RNF43_10505-12	35.5875	0.138128467236858	0.538553194511428
PGRMC2_10506-53	0.409999999999916	0.000802529378455427	0.997145545509096
ACRV1_10507-166	-13.105	-0.140166461466037	0.532592324424203
SCIMP_10510-62	3.8025	0.270554406182922	0.229949923884773
COL6A3_10511-10	41.17	0.13412749963023	0.550353886084743
CSF2RB_10512-13	190.285	0.25010705538896	0.266781007924351
KCNIP3_10513-13	261.535	0.382480920212221	0.0911470937846091
PTGDS_10514-5	-245.872500000001	-0.0474351910212202	0.832553818810868
MXRA8_10521-10	-0.0550000000000107	-0.000387134971673141	0.998623027353502
DHX9_10527-22	0.884999999999997	0.0480179667404877	0.830528244956517
DPEP1_10528-2	422.735	0.319183407667237	0.157446851578209
PSMB6_10530-8	-7.46249999999999	-0.103363209437548	0.64518579742932
NRAS_10531-18	-106.44	-0.228915428520966	0.309122247778679
PARP1_10534-40	-116.9025	-0.274687380368682	0.222975797697863
COX6A2_10535-25	95.2275	0.259522837833998	0.24933581004206
CD99L2_10539-30	11.9625	0.239127927686543	0.288182096375336
TSPEAR_10546-2	164.71	0.225296375867606	0.316783101143742
BMPR1B_10550-37	4.31999999999999	0.092103997642431	0.68154131065828
LAT_10551-7	701.5075	0.102012236524989	0.649504858767646
KLRC4_10552-88	54.39	0.201571815420844	0.37012074782213
TOR1AIP2_10553-8	113.46	0.0953347728635925	0.671027124648964
GLB1_10554-23	4.62	0.443319173069345	0.0509351608611958
TEX29_10557-6	-134.925	-0.396993310263179	0.0797312760367645
PCDH9_10558-26	283.3425	0.264555569451638	0.240351823656338
ITM2C_10560-1	-17.7675	-0.110646163354885	0.622114849665762
PGLYRP3_10561-5	30.0675	0.28449881672764	0.207040272237213
NETO2_10562-42	-22.5325	-0.150363713196554	0.503286389730977
LYSMD3_10563-13	2.06	0.107988653064978	0.630491138753788
SLITRK3_10565-19	867.465	0.43340117108429	0.056213644699458
MFAP2_10569-28	-36.4400000000001	-0.180197835882479	0.422768317398514
MGAT1_10571-14	-166.42	-0.255482587980544	0.256719317526987
CST8_10572-65	46.19	0.0295507304952908	0.895202099026371
B2M_10574-10	1062.65	0.293824932000113	0.192689217488409
PUF60_10575-31	-120.2625	-0.0594393332980132	0.791078593178467
PLXDC2_10576-7	-0.960000000000001	-0.0101209019590511	0.964014115624169
SFTA2_10580-14	-715.67	-0.248796703161649	0.26927504076894
POMK_10582-36	15.1175	0.31133690664401	0.167775999241766
TMEM108_10583-1	-7.02000000000001	-0.0977135525767015	0.663327262319668
NDUFS4_10584-7	-108.805	-0.110235638188842	0.6234055806334
ST3GAL5_10588-39	479.7675	0.28007618253421	0.214116007967619
RAET1L_10589-7	-682.015	-0.162937022085583	0.468381750813093
CLGN_10600-24	488.3675	0.282702705533391	0.209892715716221
HTN3_10603-1	146.46	0.252956421815795	0.26141375051149
APMAP_10605-22	6.17749999999999	0.243543229423633	0.279437685118193
TOR1AIP1_10606-34	-180.0175	-0.0486952010569518	0.828175800139238
HTN1_10608-9	-73.43	-0.236091925279289	0.294302873342906
PLOD3_10612-18	-142.4325	-0.133738334109768	0.55150860352363
GOLM2_10613-33	52.02	0.12681899707278	0.572239709762831
MPZ_10615-18	-77.185	-0.187296591962297	0.40480576455936
PODXL2_10616-67	3202.25	0.278212092077138	0.217151036667504
LRP2_10618-190	-58.5475	-0.314272465354224	0.163852476333765
MSMB_10620-21	520.0375	0.214257122580595	0.340929135418706
PRR16_10621-26	-240.335	-0.259351538743726	0.249645753802147
MUC1_10623-19	-29.3975	-0.0659291629317531	0.768896251924455
SPINK13_10624-45	3.2525	0.0354317528721178	0.874507326864087
ST6GALNAC3_10626-116	-26.9025	-0.222834837659914	0.32206566156568
APLP2_10627-87	-141.8975	-0.158733111721493	0.479897866717173
HTATIP2_10630-5	70.6025	0.181155144306416	0.420318555582928
PGRMC2_10631-9	39.77	0.253540852527043	0.260322346615596
CD200R1_10636-1	39.7025	0.192288057666349	0.392458443734868
ELAPOR1_10637-50	6.085	0.132746037751638	0.554458390307319
TINF2_10638-1	-0.540000000000009	-0.0266520155691986	0.905430139099644
OLFM3_10643-16	-77.6475000000001	-0.164884233296148	0.463100895204114
ASCC1_10647-18	-128.775	-0.268096334081425	0.234172041753864
INSIG1_10663-42	216.445	0.276773073873446	0.21951546834497
GNPTG_10666-7	-35.33	-0.218518433844423	0.331469530417184
C1orf185_10667-78	-0.947500000000002	-0.0575647049751603	0.797519239920035
STX4_10668-5	-290.245	-0.0911122580487401	0.684781621517075
SEMA3E_10670-26	1.5825	0.081911764463209	0.715117662137193
SFTPB_10672-75	96.3075	0.337146571517957	0.135654412638478
TMX2_10675-223	5.18749999999999	0.219991263521739	0.328240630428547
NDUFB4_10677-9	256.2225	0.426665367890652	0.0600574397264345
KLRG2_10693-43	-491.8725	-0.179357309933502	0.424926243617996
WFDC10B_10695-12	34.6275	0.33998034591719	0.132444403167195
LRP1_10699-52	1.73749999999999	0.030347445383355	0.892393944838255
IGSF11_10700-10	-205.6875	-0.187512653133615	0.404266440930173
COL28A1_10702-1	-560.9175	-0.467613964704686	0.0397624582844961
SUDS3_10703-203	-24.3575	-0.188409825330549	0.402031646121147
IRAG2_10704-91	6.225	0.0964900921720247	0.667283014499133
ST6GALNAC3_10705-14	-8.08	-0.145033508559322	0.518495830495322
GNRH2_10708-3	-8.575	-0.149444722466732	0.505891433862963
ZPBP2_10710-23	0.862499999999999	0.136924649759033	0.542090160823335
CD300LB_10713-151	-83.7025	-0.197838278389456	0.379005538721507
ACE_10714-7	-27.7475	-0.198874932600239	0.376525269766235
PSMD5_10716-35	-127.9475	-0.246654198371029	0.273387984808262
HSPA1A_10721-76	86.67	0.0496195263444433	0.824967596563449
SYK_10722-13	604.587500000001	0.251493346131648	0.264160120068889
HS3ST5_10731-10	-426.405	-0.414673295134041	0.0674506846964289
GAL3ST2_10734-339	70.6825	0.229360546338732	0.308188708530595
SERPINB1_10737-96	91.5299999999997	0.030057183709954	0.893416863085731
FBLN5_10738-11	1116.1425	0.217608390576027	0.333475055973715
CSF1_10741-22	-2.8725	-0.159308114180978	0.47831347927258
SLITRK1_10743-13	225.795	0.217097800238463	0.334603767195847
DKK3_10746-24	15.995	0.0272063943507438	0.903472736728232
PCDHB2_10748-216	0.167499999999978	0.00370681483958705	0.986816100768472
HSPA1A_10749-18	43.4574999999999	0.074332695507705	0.740459402871877
CDYL2_10752-8	-4.30500000000003	-0.0269156932107548	0.90449907145125
ADAM7_10753-31	1612.6325	0.22936486582208	0.308179658663095
PROK2_10754-113	95.31	0.0863986512248854	0.70026245489848
UCN3_10756-34	34.2649999999999	0.102673607019628	0.647388944500221
KERA_10758-2	49.15	0.107018326000869	0.633561724918682
GRIA4_10760-107	-260.2625	-0.317571586995364	0.159527570534859
TMED2_10761-5	-13.18	-0.195519165854596	0.38459117938374
KLRG2_10762-2	16.0875	0.117879449570985	0.599569739542797
ADGRG2_10767-52	85.6125	0.368359967603033	0.103508012870158
CSGALNACT2_10772-21	17.8275	0.120861542162077	0.590386015820638
RAB3D_10780-10	7.1075	0.15174165680863	0.499393934382238
CLEC4G_10781-19	669.8	0.105726057342156	0.637661093011779
LRRC52_10785-8	174.925	0.311683529577059	0.167309008953012
CD300E_10798-4	26.905	0.182147404249937	0.417788343976162
SERPINH1_10800-15	786.0025	0.270856121533772	0.229435507868545
EFNA2_10801-11	954.0475	0.272078138062711	0.227360541298278
HSPA1A_10803-22	17.385	0.0320788290483314	0.886296182412577
KLRB1_10809-14	159.8325	0.226261409304154	0.31472799837875
CD1A_10814-7	28.8275	0.400012631242706	0.0775115233210149
HABP4_10815-2	15.6575	0.185773994717753	0.408618834006973
PILRA_10816-150	-2.46000000000017	-0.00123307159789036	0.995614196264435
TOMM20L_10817-26	94.6049999999999	0.277368906846841	0.218534187820639
SMPD1_10818-36	-57.1625000000001	-0.116180127205402	0.604832338274479
FBLN1_10819-108	2.68999999999989	0.00159009860135179	0.994344337614723
VSIG10_10825-12	57.87	0.196880038675194	0.381307287610864
LINGO3_10827-67	7.09249999999999	0.296775531337236	0.188307631309099
EFCAB14_10830-5	-23.905	-0.350350654995471	0.121205992434064
B4GALT6_10832-24	238.2	0.355682780828384	0.115730861615994
HHIP_10833-64	-32.7825	-0.249152174709628	0.268596854279397
A4GNT_10835-25	-54.2725	-0.0813023870174812	0.717143855045009
GCNT4_10842-7	16.695	0.236363388504085	0.293751995851516
SIGLEC15_10847-1	-58.365	-0.338044776583899	0.13463038998927
BTNL3_10848-137	19.2625	0.135447180825409	0.54644723377326
EBI3_10851-77	533.652499999999	0.126920793212849	0.571932000887682
HNRNPDL_10852-114	-1698.175	-0.174458250317692	0.437633776442459
GCNT4_10854-15	159.38	0.342569371959857	0.129564338833052
PLXNB2_10855-55	26.6649999999998	0.0164583260790875	0.941514018477769
PPP4R3A_10866-60	-1180.475	-0.302421074030549	0.180133598333612
SPAST_10870-32	891.519999999999	0.13156312189373	0.557985077383483
BRAT1_10876-300	-11.1525	-0.0415806882264369	0.852963199862876
FAM163B_10880-38	-82.9900000000001	-0.0496170466303316	0.824976199344298
DSC1_10882-12	-24.0725	-0.150023356048215	0.504250350284116
C6orf89_10885-36	-138.5225	-0.338920963578596	0.133637348035502
MRAP2_10889-2	180.0875	0.122463442488521	0.585480170759032
LCTL_10890-135	15.3875	0.0953708864998639	0.670909962347459
OSMR_10892-8	36.5475	0.177191487877151	0.430516810415507
SCGN_10894-25	-18.9375	-0.206720927095404	0.358085620106746
TMPRSS11B_10895-28	96.7674999999999	0.207104330873079	0.357199631580948
STMN2_10900-272	123.085	0.150983710732157	0.501532983700496
ASPRV1_10902-53	205.14	0.270231143732397	0.230502004357976
STX8_10903-50	632.33	0.130314895334103	0.561718498297232
NTM_10907-116	573.905	0.208042456449677	0.355037704242039
GALNT13_10908-2	-45.78	-0.253495231124213	0.260407427161935
CEACAM4_10910-6	138.2575	0.263402161033053	0.242389969619391
PLA2R1_10916-44	108.925	0.0863780165313763	0.700330510806993
GNGT2_10917-40	3.24749999999999	0.0462928446830136	0.836527589191977
CYB5D2_10924-258	3.775	0.226604983389294	0.313998495641826
CALN1_10933-107	-34.06	-0.378537519468088	0.0944707561511746
CD58_10938-13	9.515	0.0287427152068792	0.89805145105864
PLEKHA4_10939-16	2.30749999999998	0.0301908606205492	0.89294574646589
SRL_10940-25	-28.66	-0.152896167796017	0.496145226880922
STX6_10945-11	247.5875	0.28384153262826	0.208080774545311
PLD3_10948-14	-64.7925	-0.0710109052308959	0.751659389020663
RPLP2_10949-59	-4.15500000000001	-0.0700220974986462	0.755003772723706
CLEC2A_10953-14	5.095	0.0762774386407106	0.733928122577391
CLEC10A_10955-4	-109.735	-0.165888027068548	0.46039186565309
GCSH_10956-82	115.3175	0.255654531717905	0.25640197275092
BET1L_10959-125	-6.08500000000005	-0.0561580026172487	0.802361508448966
PLAAT4_10961-15	-119.0825	-0.225953530691862	0.315382673778138
AHSG_10966-1	674.7325	0.117592287096218	0.600457562440353
PRL_10967-12	-89.8150000000001	-0.0721583498583	0.747784412251228
ART3_10970-3	88.865	0.206834250624963	0.357823599848801
SPINK7_10974-20	-49.5725000000001	-0.15639088157567	0.486381799985444
MUCL1_10975-59	-742.94	-0.216124663667189	0.33676192524643
MUC1_10976-44	119.9625	0.338908619084302	0.133651298656901
UCMA_10977-55	-144.8875	-0.130890702349223	0.559994741974163
GH2_10978-39	38.06	0.0485251672453552	0.828766283722848
ACHE_10980-11	851.64	0.268361722713058	0.233713517644903
NRG3_10981-56	146.1325	0.306418337903891	0.174510545417106
LRRK2_10990-21	-329.6375	-0.387466854741977	0.087082559886736
BGLAP_11067-13	-3156.3425	-0.267152242930669	0.235808457099806
IL5_11071-1	98.65	0.239329327699747	0.287779177996392
GPD1_11081-1	-150.5925	-0.237829304055036	0.290789415717424
ENO2_11083-23	-30.995	-0.0941814293431021	0.674773153667961
IGHA1|IGHA2_11089-7	840.3075	0.350795794323954	0.120741151306648
CLC_11094-104	88.895	0.256384502224698	0.255057808535885
N6AMT1_11096-57	152.757499999999	0.0741134823227901	0.741196822293294
PDXK_11098-1	-2.13000000000003	-0.0139864520913073	0.950285400023362
TLR4_11101-18	40.765	0.249585082783071	0.267772546408986
REG4_11102-22	1119.6025	0.115658870150282	0.606450831310442
HSPB1_11103-24	1050.8475	0.373470361093275	0.0988862366023091
CHI3L1_11104-13	-3950.1175	-0.296177976123228	0.189188886317141
ENO1_11105-171	-4961.155	-0.149659227155389	0.505282735377889
TENM3_11107-25	-83.1625	-0.279795534421016	0.214570942064484
SVEP1_11109-56	-232.4175	-0.158777021520053	0.479776772897382
TMEM119_11110-4	1.43749999999998	0.016658684773303	0.940803352841946
TMEM167A_11112-18	58.305	0.386314061560142	0.0880088170939603
C11orf87_11116-16	80.3425000000001	0.171635561067874	0.445055596042124
SPATA20_11117-2	-56.9325	-0.147416567216712	0.511666104822504
RAB17_11118-107	280.94	0.262146274805428	0.244623258331887
NAT14_11120-49	-52.6300000000001	-0.170745410117783	0.447411197013691
VWC2_11121-56	86.375	0.0720845178908697	0.748033552196865
SPG21_11122-97	242.1675	0.124581229745859	0.579024191861731
TRIO_11126-102	1505.235	0.226058925511545	0.315158458863269
TMEM132C_11128-29	-1123.39	-0.212799372093408	0.344205236633286
BMP15_11129-66	39.8949999999999	0.245001939038577	0.276589568238381
CACNB4_11130-158	17.7724999999999	0.0739846694097225	0.741630253964069
MTRF1L_11134-30	-0.19750000000004	-0.000374910644664805	0.998666507144554
MRPL55_11135-5	-63.0325000000001	-0.0485520467037254	0.828672931722446
CSF2RB_11137-43	36.3625	0.434363832110826	0.0556817282810341
RUNX3_11138-16	-73.6275	-0.264725287122054	0.240052963626567
COL1A1_11140-56	9.11500000000001	0.0161605974499399	0.942570139544852
ANGPTL1_11142-11	-69.785	-0.427288121105057	0.0596929806178081
OLFM3_11143-32	29.5275	0.0874003266809611	0.696961757824302
DEFB116_11144-10	33.165	0.175658075425583	0.434501137648108
KIAA1549L_11145-72	6.49749999999998	0.0626313916921247	0.7801452728297
TBX22_11146-4	2.79749999999999	0.0709350304777906	0.751915848131843
TREML1_11147-17	-119.5775	-0.147089942205495	0.512599357107968
TLR1_11149-3	-80.88	-0.0966327432361635	0.666821299643641
COL6A1_11150-3	192.45	0.181861237456927	0.418517114410097
KLK13_11152-46	-180.46	-0.0826394570911573	0.712700747845102
NFE2L1_11154-3	109.1625	0.0504528340659016	0.822077852720982
COL6A5_11155-16	-16.115	-0.128015959575584	0.568626618252867
HSPA1A_11157-35	-95.01	-0.169803348897446	0.449912019908129
BICDL1_11158-40	87.8125	0.243982862545646	0.27857717381076
MUL1_11159-14	20.95	0.252045319452894	0.263121626541167
RNF122_11160-56	-173.0925	-0.275781772168338	0.221155185580297
SPART_11161-5	77.1424999999999	0.118914771790053	0.596373866103963
EQTN_11162-37	151.2775	0.243403759328396	0.279711059942501
FAM162B_11163-7	34.415	0.105526422233401	0.638295393556902
TENM2_11164-7	14.7925	0.021928490159846	0.92213051487231
MTMR1_11167-6	67.0574999999999	0.178024133380876	0.42836239831874
MEGF10_11168-3	-102.975	-0.1594743488616	0.477855972371793
FLNA_11171-25	-764.1875	-0.276164711293774	0.220520706344416
MILR1_11173-29	30.575	0.205696976398219	0.360458717568299
THSD7A_11174-8	1796.4175	0.511719040972113	0.0248172620236354
LPCAT2_11175-45	-68.985	-0.175538275832624	0.434813329457477
KRT5_11177-16	158.295	0.244164597436149	0.278221994363969
SVEP1_11178-21	-81.7599999999999	-0.0815790863261533	0.716223571461523
TSSK1B_11179-7	-135.5975	-0.210348206771194	0.349759920050014
SMARCC1_11180-17	-8.54249999999995	-0.0383950989721842	0.864111719780676
CHGA_11184-51	-3230.085	-0.160991710369352	0.473691222732198
GCH1_11185-145	0.89749999999998	0.00504065748621966	0.982072775232994
TMEM52_11186-12	37.3925	0.212570108830806	0.344722333366607
CLEC12A_11187-11	216.785	0.203658764311785	0.365212324764553
YME1L1_11190-129	450.205	0.236157487490312	0.294169764013458
TINAGL1_11192-168	353.53	0.315738546719096	0.161919558247102
HNF1A_11193-27	24.2625	0.368355173392124	0.103512429496633
SIT1_11194-6	144.6925	0.481269833384349	0.0344656568003229
COL6A3_11196-31	-301.37	-0.424711425300626	0.0612131915715022
CREB3L1_11198-37	-22.065	-0.0688131883214339	0.759098955380769
CD93_11200-52	79.0925	0.0478472158944619	0.831121611387972
PUS1_11201-19	0.769999999999995	0.00655188703691113	0.976699427461387
TBX5_11202-70	-7.6525	-0.0444462325093934	0.842960179764146
PKLR_11203-97	-784.335	-0.190910060933672	0.395843703739194
CXADR_11204-80	-158.18	-0.218255622589671	0.332047887885961
ITGB7_11205-10	27.93	0.00809517914605402	0.97121319157282
MSR1_11207-3	49.29	0.300617803978356	0.182714778937329
NAGPA_11208-15	387.1575	0.252068636618285	0.2630778204834
TBCE_11211-7	602.954999999999	0.0895762536478878	0.689811881705587
TXNDC5_11212-7	-1348.44	-0.319187631510378	0.157441426636997
DNAJB9_11214-40	-1086.5	-0.384819894680175	0.0892213990889142
CDH15_11215-6	407.0325	0.258684343168538	0.250855574325799
CTBP1_11217-16	41.04	0.0547504702006536	0.807214389638924
TPMT_11218-84	-573.0425	-0.463120091140174	0.0416531516296918
FGFBP3_11219-95	114.5575	0.386015955509052	0.08824965559222
C10orf105_11220-53	22.3275	0.113721029532139	0.612485021435611
TMEM154_11223-1	340.4325	0.196543697172269	0.382117269353293
UBE3A_11226-16	426.0325	0.115108589170899	0.60816158158681
TBL2_11227-31	444.329999999999	0.095415536428981	0.670765117301491
RIC3_11228-37	17.5525	0.12489591882735	0.578067791725524
ERN1_11229-16	-1950.185	-0.222854286544202	0.322023695090525
FDX2_11231-12	-13.5675	-0.121529977761511	0.588336576089923
TCN1_11232-46	141.295	0.245079634191634	0.276438436977217
PCOLCE_11237-49	-469.02	-0.375308378735133	0.0972655754458381
TMPRSS6_11239-49	-18.1875	-0.0397571478485434	0.859341482006587
ASL_11241-8	-483.1775	-0.132196673625306	0.556094854657499
TGM1_11242-33	-14.77	-0.091508088591614	0.683487611037203
ADGRF1_11243-90	-300.6075	-0.159657415735874	0.477352422675351
FLNA_11245-43	2912.3925	0.167241967561156	0.456752216904134
BPIFB1_11246-3	5370.9375	0.549758479784271	0.0161640580158931
NAGS_11247-20	222.0025	0.311283121808954	0.167848550595238
UROS_11248-43	105.89	0.190844357878404	0.396005561195741
LRCH4_11252-30	-122.4425	-0.113822172337547	0.612169407106255
PAPLN_11254-13	-225.9775	-0.181373276006342	0.419761545591508
QDPR_11257-1	-1482.1475	-0.229549668188472	0.30779264201604
MADCAM1_11258-41	-374.63	-0.274290426901176	0.223638857633477
SUN5_11260-47	55.5075	0.204986909216009	0.362110255850634
TRABD_11262-39	-18.98	-0.289498922992416	0.199250692983058
CASQ1_11263-57	290.9625	0.0987890506540141	0.659857788791918
XDH_11264-33	-17.255	-0.21087069986892	0.348571040109288
ALDH1A1_11265-8	-308.0675	-0.331228288533599	0.14255574604054
SELPLG_11266-8	197.92	0.292277145008679	0.195017978658884
CHCHD10_11270-17	228.15	0.330517509627212	0.143402749511572
GSTT2B_11273-176	3.57	0.0622563227622699	0.781427696335684
LRP1B_11275-94	-190.54	-0.29762730294088	0.187056807126017
ATF6_11277-23	301.5075	0.163032686808728	0.468121515775773
COL11A2_11278-4	-32.5749999999999	-0.0148583747904554	0.947190647549716
GABBR1_11279-42	39.48	0.138800743342131	0.536583109626546
GAD1_11280-6	14.94	0.103667484232233	0.64421470497105
GRB7_11281-6	100.7075	0.335370810503153	0.137696951926649
MSR1_11282-16	104.74	0.276760904618897	0.21953554349748
DCAF5_11283-13	-13.695	-0.0992521842879174	0.658366043609387
LAIR1_11284-24	-13.9625	-0.125858860455053	0.575145943073662
CD34_11285-8	20.2775	0.185165599035071	0.410148526555839
SELENOS_11286-78	-102.185	-0.376945947888174	0.0958399520079548
CYB5A_11287-14	-6.47749999999999	-0.0192279401047758	0.931694748076298
NT5C2_11288-26	-44.5700000000004	-0.0185306858848895	0.934165825650967
CSNK1D_11289-31	-34.9450000000001	-0.070436406660023	0.753601906239114
SCARA3_11292-13	-95.795	-0.250994812636148	0.265100543958488
LRRN1_11293-14	-4.92000000000003	-0.0205056647797506	0.927168234658143
TMCC3_11294-7	107.345	0.169556004340111	0.450569964053455
NOTCH2_11297-54	-1.4	-0.028972622964157	0.8972405756966
SORT1_11300-32	-2441.8475	-0.230762061319218	0.305261758436557
TNR_11302-237	64.465	0.141135529313347	0.529769912490511
SAMHD1_11303-7	-29.985	-0.0735285047574338	0.743165834859742
WWP1_11307-33	188.325	0.0280471516652913	0.90050533287326
